iteration,timestamp,function_value,gradient_norm,gradient_cosine_similarity,gradient_angle,step_size,improvement,best_so_far,relative_improvement,distance_to_minimum,x1,x2
0,0.0001761913299560547,34.69350565592127,16.35034730373589,0.0,0.0,0.0,0.0,34.69350565592127,0.0,4.3154983912387195,1.5979821881506289,-4.008737867600886
1,0.0005846023559570312,34.08837070222747,16.213976637127214,0.999997353792555,0.1318103974273534,0.044721359284648106,1.7442312105767794,34.08837070222747,1.7442312105767794,4.274450403815421,1.5663594118618396,-3.9771150910615662
2,0.001967191696166992,33.65515376875165,16.11551979389366,0.9999986041590782,0.09573167195728098,0.032228959227598955,1.2708642993239656,33.65515376875165,2.9929286981478587,4.2448773097352515,1.5436362850939689,-3.954259778270324
3,0.002124786376953125,33.295832930732985,16.033327042329503,0.9999990153371755,0.0804047001532446,0.026877370416998815,1.0676547208418716,33.295832930732985,4.028629274452523,4.220225395676474,1.5247202529947335,-3.9351658847398454
4,0.0022666454315185547,32.979359066649096,15.96053212585763,0.9999992186391501,0.07162480986050565,0.023786523447346837,0.9504909060009574,32.979359066649096,4.940828425563318,4.198418200037599,1.5080025524397542,-3.918244975016511
5,0.0024216175079345703,32.69134438066886,15.893951092161936,0.9999993390691737,0.06587424614323556,0.02174314446179585,0.8733180211239947,32.69134438066886,5.770997301654051,4.178493317692255,1.4927385676429783,-3.9027603019747477
6,0.0025599002838134766,32.42378030050228,15.831810616270767,0.9999994181169009,0.06180954162754372,0.02028288222585686,0.8184554206488861,32.42378030050228,6.542219682062049,4.159914906229507,1.4785140356583089,-3.888301463805479
7,0.00269317626953125,32.17169007207997,15.773008021728536,0.9999994735226467,0.05879325386643913,0.019185102931303676,0.7774856173029462,32.17169007207997,7.2688404822846,4.142349858646764,1.4650715445949232,-3.8746132349757323
8,0.0028486251831054688,31.931743815015253,15.716805021657548,0.9999995141447957,0.056479530433353,0.018329977958610813,0.7458304382739036,31.931743815015253,7.960457695732048,4.125575197644916,1.4522388260305281,-3.861524712285597
9,0.0029811859130859375,31.701592116036817,15.662680319947567,0.9999995449009744,0.054662639606303756,0.01764617312832612,0.7207614476419895,31.701592116036817,8.623843233247353,4.109433516124348,1.439894277666048,-3.8489152098468855
