iteration,timestamp,function_value,gradient_norm,gradient_cosine_similarity,gradient_angle,step_size,improvement,best_so_far,relative_improvement,distance_to_minimum,x1,x2,x3,x4,x5,x6,x7,x8
0,0.00012493133544921875,219.72847581961767,483.49250930481594,0.0,0.0,0.0,0.0,219.72847581961767,0.0,3.3225839847237024,0.49207785370741836,0.058106709926962964,-0.7883075418196887,0.7185668025627368,-0.37117201414519035,-0.5459401087858597,-0.11233663629547369,-0.05348547471784357
1,0.00044274330139160156,3182.8380063210952,4337.509586862101,-0.852944557357899,148.533394796745,4.8349492582321805,-1348.53232811481,219.72847581961767,0.0,3.7677594813958852,0.13999302750503761,0.26103035823545523,0.5246652439229124,-2.020891722500898,2.446466538401646,1.748521260159721,0.7605533601330581,0.07874583361625528
2,0.0022351741790771484,127376093.70900135,14818052.254787417,-0.9130303694238661,155.92754393700812,39.72865491722061,-4001865.9642128586,219.72847581961767,0.0,37.259496032482794,-0.02455872604785686,0.45207733404992734,-4.015924717800052,13.40346246849802,-33.231224226080904,-3.791911279368714,4.624458000755967,1.197234015140988
3,0.002372264862060547,4.753568419380928e+22,1.2876960754251226e+18,-0.9969363957659294,175.513941851406,148147.35490241344,-3.731915684461748e+16,219.72847581961767,0.0,148112.18962279506,-0.19668821624412222,-7.899699311783192,44.19905501775195,-11381.04665410377,147656.0105771215,2355.4770979878303,-345.90365098896433,42.58064046334243
4,0.0025124549865722656,2.7494973569755485e+66,8.540827908474496e+50,-0.9999998953916053,179.97379278311408,1.2876960754118302e+16,-5.784070227674612e+45,219.72847581961767,0.0,1.287696075397064e+16,5.917974332412171,575.9321865849105,-2357384.286656735,5889945078824.833,-1.2876959406931894e+16,-8673978334.096039,176586235.21038216,239293.33614654787
5,0.0026443004608154297,5.3210811828775957e+197,2.492068094521769e+149,-1.0,180.0,8.540827908474496e+48,-1.9352923432997198e+133,219.72847581961767,0.0,8.540827908474496e+48,12815.683310078666,-6194915888.699203,-3.1370599441942804e+18,-8.173230125457601e+38,8.540827908474496e+48,3.342426147984191e+32,-2.202559082711876e+25,6.236539693152886e+16
6,0.002996206283569336,inf,inf,,,2.492068094521769e+147,-inf,219.72847581961767,0.0,2.492068094521769e+147,-325987801062606.2,1.0287040136870382e+30,1.0379454184812907e+58,2.1839423629096655e+117,-2.492068094521769e+147,-3.47235088885595e+96,4.2740804482240166e+76,9.702533025673162e+50
7,0.0032210350036621094,,,,,inf,,,,inf,-1.2028114903335512e+45,-4.311720263636172e+90,8.619967696962226e+175,-inf,inf,1.2420974243070717e+295,-3.1231156627379987e+230,3.6535527355781624e+153
8,0.0036890506744384766,,,,,,,,,,2.77054431711613e+136,3.206340998721271e+272,-inf,,,,inf,inf
9,0.0038492679595947266,,,,,,,,,,-inf,-inf,,,,,,
10,0.004014492034912109,,,,,,,,,,,,,,,,,
11,0.004148721694946289,,,,,,,,,,,,,,,,,
12,0.004271745681762695,,,,,,,,,,,,,,,,,
13,0.0043947696685791016,,,,,,,,,,,,,,,,,
14,0.0045168399810791016,,,,,,,,,,,,,,,,,
15,0.004639387130737305,,,,,,,,,,,,,,,,,
16,0.004763126373291016,,,,,,,,,,,,,,,,,
17,0.0049228668212890625,,,,,,,,,,,,,,,,,
18,0.0050542354583740234,,,,,,,,,,,,,,,,,
19,0.0051763057708740234,,,,,,,,,,,,,,,,,
20,0.00529932975769043,,,,,,,,,,,,,,,,,
21,0.0054209232330322266,,,,,,,,,,,,,,,,,
22,0.005553245544433594,,,,,,,,,,,,,,,,,
23,0.005677223205566406,,,,,,,,,,,,,,,,,
24,0.0058135986328125,,,,,,,,,,,,,,,,,
25,0.005960702896118164,,,,,,,,,,,,,,,,,
26,0.006087779998779297,,,,,,,,,,,,,,,,,
27,0.006208896636962891,,,,,,,,,,,,,,,,,
28,0.0063283443450927734,,,,,,,,,,,,,,,,,
29,0.006448030471801758,,,,,,,,,,,,,,,,,
30,0.006567955017089844,,,,,,,,,,,,,,,,,
31,0.00668787956237793,,,,,,,,,,,,,,,,,
32,0.006827116012573242,,,,,,,,,,,,,,,,,
33,0.006975650787353516,,,,,,,,,,,,,,,,,
34,0.007102489471435547,,,,,,,,,,,,,,,,,
35,0.0072247982025146484,,,,,,,,,,,,,,,,,
36,0.0073490142822265625,,,,,,,,,,,,,,,,,
37,0.007469892501831055,,,,,,,,,,,,,,,,,
38,0.007619619369506836,,,,,,,,,,,,,,,,,
39,0.007745027542114258,,,,,,,,,,,,,,,,,
40,0.007883787155151367,,,,,,,,,,,,,,,,,
41,0.008031368255615234,,,,,,,,,,,,,,,,,
42,0.008153438568115234,,,,,,,,,,,,,,,,,
43,0.00827336311340332,,,,,,,,,,,,,,,,,
44,0.00839543342590332,,,,,,,,,,,,,,,,,
45,0.008517026901245117,,,,,,,,,,,,,,,,,
46,0.008636474609375,,,,,,,,,,,,,,,,,
47,0.008758306503295898,,,,,,,,,,,,,,,,,
