iteration,timestamp,function_value,gradient_norm,gradient_cosine_similarity,gradient_angle,step_size,improvement,best_so_far,relative_improvement,distance_to_minimum,x1,x2
0,0.0002071857452392578,113.47783655637437,416.1666050895583,0.0,0.0,0.0,0.0,113.47783655637437,0.0,1.369156902097586,0.8398684098291704,-0.35976045551811076
1,0.0024178028106689453,3275.087711503167,6358.731232388816,-0.7531434406944978,138.86341107646868,4.161647832363903,-2786.103410930067,113.47783655637437,0.0,3.81383832115917,-2.735180571956005,1.7705769493208376
2,0.0027353763580322266,1270926789.2206016,85303592.26206923,-0.9822012183042022,169.17372535667144,63.58731263515675,-38805785.55710113,113.47783655637437,0.0,60.06828466615935,59.81799927537992,13.191873686032107
3,0.002955913543701172,5.2928155966332715e+25,2.4821330992714763e+20,-0.9999650631933531,179.52106067495487,853035.9227417321,-4.1645322464869135e+18,113.47783655637437,0.0,852977.2087957449,-852946.3065708447,7143.194237146424
4,0.0031316280364990234,3.795773275078814e+75,6.116953641518831e+57,-0.9999999999998282,179.9999664194425,2.4821330992714767e+18,-7.171557757450085e+51,113.47783655637437,0.0,2.4821330992706237e+18,2.482133099270197e+18,1455034796642.4968
5,0.00327301025390625,1.4000410077241215e+225,inf,-0.0,90.0,6.116953641518831e+55,-3.6884210574854517e+151,113.47783655637437,0.0,6.116953641518831e+55,-6.116953641518831e+55,1.232196944498535e+37
6,0.0034520626068115234,inf,inf,,,inf,-inf,113.47783655637437,0.0,inf,9.155151990829824e+167,7.483424370498098e+111
7,0.003614664077758789,,,,,inf,,,,inf,-inf,inf
8,0.003762960433959961,,,,,,,,,,,
9,0.0039370059967041016,,,,,,,,,,,
10,0.0040895938873291016,,,,,,,,,,,
11,0.004227638244628906,,,,,,,,,,,
12,0.004364728927612305,,,,,,,,,,,
13,0.0045015811920166016,,,,,,,,,,,
14,0.0046427249908447266,,,,,,,,,,,
15,0.004778623580932617,,,,,,,,,,,
16,0.004960775375366211,,,,,,,,,,,
17,0.0051116943359375,,,,,,,,,,,
18,0.0052492618560791016,,,,,,,,,,,
19,0.005385637283325195,,,,,,,,,,,
