iteration,timestamp,function_value,gradient_norm,gradient_cosine_similarity,gradient_angle,step_size,improvement,best_so_far,relative_improvement,distance_to_minimum,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
0,0.00018525123596191406,72.10257517227357,135.35467938524022,0.0,0.0,0.0,0.0,72.10257517227357,0.0,5.403727100689049,0.1321759570732124,-0.05426853572589372,0.08129075445789836,-0.0907787081450545,0.021288891433724914,0.03789349271896086,0.17331673943324644,0.05743570769751571,0.09740544661910433,-0.18336048463951304,-0.012843825156997243,0.03480009235757178,0.049606524957336105,0.182920191910658,0.13770563530571892,-0.002772286749106236,0.008117932810675065,0.047131469356800425,0.055857035367569835,0.3204694427894712,0.17997289849933332,-0.07080832659787037,0.272884278405444,-0.08980493789640061,0.09544730643525134,0.09454695083055689,-0.00806587214800649,0.15735461391649008,-0.10510438141253742,0.09650996239557957,-0.06262661989442889,-0.021074544025220222
1,0.0005376338958740234,71.53778865214146,134.35962449661275,0.9999876321274415,0.28496110002453345,0.005656854233282301,0.783309776083144,71.53778865214146,0.783309776083144,5.404651678942717,0.1311759570780733,-0.05326853572657143,0.08029075445848666,-0.08977870814552652,0.020288891463721027,0.03689349272234086,0.17231673943357087,0.05643570770449776,0.09640544661951199,-0.18236048463973856,-0.01184382515789485,0.033800092359885014,0.04860652495971846,0.1819201919110307,0.136705635306211,-0.0017722867506826338,0.009117932791240409,0.04613146935833978,0.05485703537328946,0.31946944278966277,0.17897289849980405,-0.06980832659852851,0.27188427840558677,-0.08880493789671413,0.09444730643605743,0.09354695083118506,-0.007065872150043291,0.15635461391675362,-0.10410438141294408,0.0955099623961332,-0.06162661989501233,-0.020074544027220493
2,0.0007355213165283203,70.9793916256627,133.36911852109048,0.9999874311058297,0.28726758268210684,0.005639161401451216,0.7805623251705625,70.9793916256627,1.5577578802522234,5.405579005764795,0.13017750648302295,-0.05226892345801281,0.07929118010865521,-0.08877896618460174,0.019338038761852656,0.03589467535835928,0.17131685269920513,0.0554374767210666,0.09540578917399088,-0.18136070475696534,-0.010844500540262562,0.03280129658613576,0.04760721480968748,0.18092028537572238,0.13570591586190311,-0.0007735622462749512,0.010082550017575012,0.04513223421836395,0.053857648107494736,0.3184694947228632,0.1779731732824512,-0.06880858357563556,0.2708844347653871,-0.0878051479370039,0.09344752901028786,0.09254732888084495,-0.006066974532419312,0.15535485343489486,-0.10310459988130474,0.09451032429974222,-0.06062707974987144,-0.01907600755596073
3,0.0009264945983886719,70.42743980162389,132.38288052644796,0.999987431260681,0.2872658130751819,0.005598141206000781,0.7776226470772547,70.42743980162389,2.3232670492660064,5.406503702625724,0.1291817218909919,-0.05126996454676627,0.07829232173107754,-0.08777966052010093,0.01851953730350262,0.034897920055117555,0.17031715620224655,0.054442377615774355,0.09440670669345264,-0.18036129216133073,-0.009846324162132157,0.03180458903451212,0.04660908788678723,0.1799205358998207,0.13470666571130233,0.0002229698371566187,0.01095592383359463,0.04413430762217347,0.052859325897077265,0.3174696335452693,0.176973907548359,-0.0678092721045173,0.2698848519957755,-0.0868057099666883,0.09244812751617808,0.0915483415338826,-0.005069975264968867,0.1543554936396347,-0.10210518455543074,0.09351129359080732,-0.05962831209226383,-0.018080006427786375
4,0.0011515617370605469,69.88191119188865,131.400429001251,0.999987610873854,0.2852058413262698,0.005535619826153012,0.7745966788965459,69.88191119188865,3.07986777875704,5.407421626717855,0.12818978312972437,-0.05027192917333125,0.07729447374872174,-0.08678097979859016,0.017939284966251818,0.03390418997363706,0.16931772795239794,0.05345192016507314,0.0934084339932944,-0.17936239384928485,-0.00884978521140618,0.030810917165181743,0.04561266280232397,0.17892100791364607,0.13370807417781175,0.0012163419395236166,0.011652215724600495,0.0431382560680172,0.051862555125465185,0.31646989439369977,0.17597528651738018,-0.06681056873443114,0.2688856344962049,-0.08580676699016877,0.09144925873891561,0.09055024790386312,-0.004075717067295999,0.15335669633557464,-0.10110628434049099,0.09251311817164722,-0.05863063308224968,-0.017087686998643214
5,0.001352548599243164,69.3427509995257,130.4216315599726,0.9999877279685733,0.28385483999900135,0.0054769784036623,0.7715304048889892,69.3427509995257,3.8276360673025396,5.408339187150007,0.1272029332430873,-0.049275091391643135,0.0762979340069974,-0.08578312949892714,0.017635749993686674,0.03291454809777962,0.1683186469634482,0.052467766475538184,0.09241120778595822,-0.17836415624985974,-0.007855388625487864,0.029821293697873116,0.04461848339131925,0.17792176657725556,0.13271033060519674,0.002205534471808816,0.012094316943882156,0.04214466451493975,0.05086785708050682,0.31547031253007796,0.17497749543185057,-0.06581265160531638,0.26788688630487295,-0.08480846275433096,0.090451082632692,0.08955330897686781,-0.003085089975267492,0.15235862357504942,-0.10010804898371406,0.09151604775376067,-0.05763436156080167,-0.01610027164034086
6,0.0015408992767333984,68.80996374894393,129.44692343318573,0.9999876134868637,0.2851757630762614,0.005441228339960517,0.7683387850958217,68.80996374894393,4.5665656399409595,5.409267523489317,0.12622247811039256,-0.04827972841999794,0.07530300308082803,-0.08478633231304501,0.017556078029580566,0.031930162241886086,0.16731999323266725,0.051491733820689015,0.09141526617311613,-0.1773667248348962,-0.006863654443721926,0.02883679810483468,0.043627118608680876,0.1769228776738651,0.1317136237881344,0.0031894732210371608,0.012269921329840767,0.04115413159311531,0.049875788705253936,0.3144709232867962,0.17398071906192986,-0.06481570006161251,0.2668887108529632,-0.08381094143657185,0.08945376205343557,0.08855778691310719,-0.0020990317008190078,0.1513614372710161,-0.09911062874899469,0.09052033324324883,-0.05663981818706287,-0.015119059687996136
7,0.0017311573028564453,68.28362709722856,128.47697470336504,0.9999873346297596,0.28836797886488336,0.005422797960921927,0.7649134268341283,68.28362709722856,5.296548793049985,5.410212849895012,0.12524978564683026,-0.04728611990783214,0.07430998357181126,-0.08379082152053742,0.017617226957260788,0.03095229696006644,0.16632184773383402,0.05052579391115497,0.09042084814134431,-0.17637024373618096,-0.005875117093729232,0.027858577710275792,0.04263916232145657,0.17592440750293384,0.13071814140162613,0.004167026490283061,0.012223793542948962,0.040167267723120244,0.04888694323182957,0.313471762013333,0.17298514121642233,-0.0638198942661861,0.26589121072477273,-0.08281434733578032,0.08845746248426328,0.08756394434201302,-0.0011185277479847445,0.15036529881378166,-0.09811417409391499,0.08952622612517175,-0.05564732456530629,-0.014145427725176614
8,0.0019588470458984375,67.76384405890545,127.51245672267616,0.9999870254954656,0.29186598971969535,0.005409273644517361,0.7612118166819065,67.76384405890545,6.017442654442872,5.4111783169432615,0.12428628453449836,-0.04629454718296067,0.07331917940130407,-0.0827968333123226,0.017738108634874315,0.02998230227158194,0.16532429242386656,0.049572067472234006,0.08942819306488446,-0.17537485537232905,-0.0048903246127107594,0.02688784829279893,0.04165523298817993,0.17492642277363263,0.12972406943297032,0.005137003330862873,0.012015467551657982,0.03918469632249647,0.047901950678023546,0.312472864024466,0.17199094426281902,-0.06282541481735339,0.264894487425498,-0.08181882456862162,0.08746235175571597,0.08657204365599609,-0.00014461124305937558,0.14937036869426573,-0.09711883535161815,0.08853397785155459,-0.054657202368249475,-0.013180829055201817
9,0.0021736621856689453,67.2507034557984,126.55397010368759,0.999986772717897,0.2946954407808043,0.005393033138982167,0.7572483678183699,67.2507034557984,6.729124035976067,5.412166969061333,0.123333462430305,-0.045305292484005354,0.0723308951052234,-0.08180460031695046,0.0178437553515759,0.02902160208448357,0.1643274102623949,0.04863281290202249,0.08843754021873317,-0.17438070008808745,-0.003909837804724747,0.02592589407221697,0.04067597321539072,0.17392899049938473,0.12873159162004338,0.006098153221408993,0.011698738248802576,0.038207055825074714,0.04692147818541302,0.31147426455039084,0.1709983086601355,-0.061832442371887626,0.26389864115832606,-0.08082451677336526,0.08646859976283552,0.08558234630801273,0.0008216375683697611,0.14837680613635398,-0.09612476241986412,0.08754383923763139,-0.053669772463393335,-0.012226792189958454
