iteration,timestamp,function_value,gradient_norm,gradient_cosine_similarity,gradient_angle,step_size,improvement,best_so_far,relative_improvement,distance_to_minimum,x1,x2,x3,x4,x5,x6,x7,x8
0,0.0001316070556640625,70.98468062916169,226.43447473251052,0.0,0.0,0.0,0.0,70.98468062916169,0.0,2.960302860230585,0.06674113627253596,0.030599646351865118,0.27309301652406676,-0.2010264068745759,-0.3681735737187071,-0.16906562789596724,0.38380055421121945,-0.16769454573267173
1,0.002019166946411133,17.162230711659497,55.63003665222349,-0.9270456576594515,157.97887253406455,1.0099999999999998,75.8226274182757,17.162230711659497,75.8226274182757,2.7088737870966644,0.07817998055794553,0.030782107958808383,-0.09749901982511539,0.2020996501123562,0.20862622409406112,0.005960679279324754,-0.14328898303309906,0.11331159136972574
2,0.0024721622467041016,16.611405546845077,51.51105373109781,0.9400941321426968,19.932629314915527,0.06554555075877945,3.2095196368628565,16.611405546845077,76.59860493896365,2.7093680844978585,0.08826004838492733,0.017616710347495453,-0.11330245374566192,0.19506682738412495,0.19327848360397062,0.06343568975001661,-0.14948766000290237,0.10128158386889109
3,0.002792835235595703,16.4836541483249,51.92854914803417,0.9884940878406602,8.699923851174345,0.03898124694270401,0.7690583326011312,16.4836541483249,76.77857531762544,2.7066176501047585,0.10860393895219492,0.013336972226042831,-0.12752970914679312,0.1778984783038024,0.21011441534460423,0.06759495623366218,-0.13606052422616116,0.09083435961602027
4,0.0030002593994140625,16.244437385902085,50.90477729219972,0.9992459213634665,2.225221480454692,0.03980225946605544,1.4512362384594397,16.244437385902085,77.11557304770263,2.687680244714766,0.14426577175330085,0.022108566366668848,-0.13050706134419557,0.1851495424971782,0.21049420088943369,0.0691793750168073,-0.12467987261379959,0.0843616270404326
5,0.0031900405883789062,15.794911124458729,50.61280481147842,0.9982583728024876,3.3820364274551484,0.07290973497894637,2.767262729785168,15.794911124458729,77.74884526567847,2.665092447542918,0.21542641381359495,0.0332743975546683,-0.12378187488817069,0.17823820735171686,0.20707843137511245,0.06749811294561732,-0.12777167067304723,0.08115715126104961
6,0.0033767223358154297,15.138740529073578,51.11184722304994,0.9880310176510346,8.873610648827007,0.13325013990956144,4.154316477090254,15.138740529073578,78.67322865314922,2.615742321464545,0.3254434112629603,0.09968739392387838,-0.1202880353264583,0.14682635832710386,0.19950148223950617,0.07545481987697986,-0.12862417470918014,0.09214881586894587
7,0.0036077499389648438,14.327189124050658,51.13921287848874,0.9683518211743043,14.453202325288943,0.09084541806709026,5.360759063571737,14.327189124050658,79.81650548109276,2.575038761240561,0.3430677336743256,0.13161560709812378,-0.052991818603267196,0.12984214322750642,0.2231646399920341,0.09451429823385914,-0.12613829616010108,0.0578526097113786
8,0.0038237571716308594,12.833922389767288,46.458997876701,0.9919014490207249,7.296839990711086,0.042426775580006425,10.422607821771994,12.833922389767288,81.92015195952732,2.5655395872009237,0.3491869302485339,0.12768197491141017,-0.029081199546723124,0.1095652202776212,0.20714652480679735,0.09131566919760457,-0.10746132354519104,0.07004282715743525
9,0.004019498825073242,10.339272952699666,39.3271584637699,0.9671817454103121,14.719406998301604,0.08570142593867827,19.437934571403126,10.339272952699666,85.4345009922435,2.620791944686206,0.3499496836893287,0.1392946969554571,-0.02849584191205658,0.07225302046267293,0.15294040662093494,0.05511751123618519,-0.1121309747054823,0.030719311639242228
