iteration,timestamp,function_value,gradient_norm,gradient_cosine_similarity,gradient_angle,step_size,improvement,best_so_far,relative_improvement,distance_to_minimum,x1,x2,x3,x4,x5,x6,x7,x8
0,0.00014400482177734375,71.41622592798691,205.45755271026832,0.0,0.0,0.0,0.0,71.41622592798691,0.0,2.911740943587981,0.15886275707696054,-0.041055138397381244,0.18282926477712988,0.5142463544162329,0.06609215652623467,-0.40361421357919386,-0.06233282438421299,-0.34623003042599004
1,0.002023935317993164,21.683631150088374,74.53451405419518,-0.4997049862993957,119.98048396927683,1.0100000000000002,69.6376686553652,21.683631150088374,69.6376686553652,2.5647554149122804,0.14642421198696667,0.019733666791624242,0.18562524044908657,-0.15428188387178499,0.21727183816503476,0.1900605407702583,0.2124714130121254,-0.0020065537309449377
2,0.0023736953735351562,17.150372010185805,50.73655164858285,0.5032011604574045,59.787985972596886,0.2234937743752439,20.906365306274328,17.150372010185805,75.98532856177599,2.6127634455283557,0.1495686300784235,0.04326241286276465,0.02064205633061325,-0.1803360813527834,0.16171667061086117,0.2514437924191735,0.1356573877146956,0.09144413365052309
3,0.0026650428771972656,16.953687105957012,49.69605784214197,0.9712932259498028,13.761769201363585,0.0501504308441911,1.1468258770828945,16.953687105957012,76.26073502812596,2.6238860153949504,0.1605870420522869,0.048574159000758704,0.002970046332284461,-0.1978301895518762,0.15059218757070056,0.21915757735794597,0.15632350765953257,0.10384814855982084
4,0.0028526782989501953,16.71615697423201,52.38227834183719,0.9859375182757814,9.620084154219871,0.06296857337543707,1.4010529405225436,16.71615697423201,76.59333469807285,2.60880476916465,0.20693906606914844,0.05652739452213491,0.02311617008315804,-0.20148166406612744,0.12360412527834548,0.20787523856282722,0.14790246341540797,0.12403519682747234
5,0.0031783580780029297,15.431250844442655,57.25265879959973,0.8463285944338691,32.18543557442255,0.35236826254853204,7.686612011182002,15.431250844442655,78.39251424458796,2.4772052514793708,0.5275532392808031,0.1855257145416741,0.04274414182203605,-0.16541433937317826,0.07087888124950448,0.19922619847627013,0.16162570602456913,0.12360625126392655
6,0.003460407257080078,14.662487899974174,59.16902072560659,0.9841817797985758,10.204473135096963,0.17452508664720953,4.98185760971762,14.662487899974174,79.4689684179626,2.4188489889016966,0.6440265792272007,0.30821363952759795,0.06775919958345272,-0.15109096606310468,0.04426531329259645,0.18417541804884668,0.15497260572298355,0.1291430500966493
7,0.003642559051513672,13.227046348302881,53.28811980013603,0.9950728282159742,5.690035341518269,0.04070559029904103,9.789890784317858,13.227046348302881,81.47893398673787,2.4219402646698556,0.6388444819434104,0.32097820026558166,0.07562367407765651,-0.13062070646323537,0.01698137739502614,0.17410864358755657,0.15506482391588636,0.11728919667117176
8,0.0038213729858398438,10.75085824218627,46.403720875105485,0.9833114092638573,10.482220693156162,0.08217114069491113,18.72064284733018,10.75085824218627,84.94619660659893,2.435028131513803,0.6414904185412089,0.33098720139257276,0.08822023983765516,-0.11715577147871481,0.04573867302156634,0.12171741581066756,0.10298459604227603,0.1127323994526648
9,0.004113674163818359,10.426847647242884,47.22356869135576,0.9777827213593453,12.100140875085984,0.05626967925947384,3.0138114338813606,10.426847647242884,85.39988985450327,2.478864273860921,0.6447019171843801,0.3328754279188541,0.08833068290587437,-0.14431510721875848,0.035450114320828216,0.1099911075620226,0.07493284863538557,0.07552360092809635
