iteration,timestamp,function_value,gradient_norm,gradient_cosine_similarity,gradient_angle,step_size,improvement,best_so_far,relative_improvement,distance_to_minimum,x1,x2,x3,x4,x5,x6,x7,x8
0,0.00011777877807617188,105.95972272918146,349.03745541919284,0.0,0.0,0.0,0.0,105.95972272918146,0.0,2.8115456980264772,0.004626782952573528,-0.029666551482617733,0.1260520763889211,0.14645067910090784,-0.34729398486430935,0.7261754042835522,-0.14020842038094042,-0.08222941859104003
1,0.0005097389221191406,105.40595362012779,347.54457328313276,0.9999997636033503,0.03939655957902865,0.0028284271214182805,0.5226222707934347,105.40595362012779,0.5226222707934347,2.8112273989373535,0.005626782947407712,-0.028666551484153466,0.1250520763895198,0.1454506791011252,-0.34829398486300733,0.725175404283584,-0.13920842038101108,-0.08122941859153077
2,0.002324819564819336,104.85508582851266,346.05445661734933,0.9999997570309425,0.03994046562694054,0.002827655499289656,0.5226154431469817,104.85508582851266,1.0425064092439245,2.810912021287482,0.006626621081983581,-0.027667172473495837,0.12405223849129411,0.14445082968704337,-0.34929347273646755,0.7241755160691999,-0.13820853421836185,-0.08022976792350504
3,0.0025110244750976562,104.30716737477198,344.56725989218904,0.9999997503752828,0.0404838150607428,0.0028263563548776454,0.5225482859618105,104.30716737477198,1.5596070958331887,2.8105996288012585,0.0076262038179518744,-0.026668848270700655,0.12305267372024516,0.1434512327251605,-0.3502920837623205,0.7231758142553703,-0.13720883774771206,-0.07923070394350276
4,0.0026574134826660156,103.76224509587965,343.0831393171434,0.9999997436441556,0.04102600711624795,0.0028245210471332686,0.5224207430870429,103.76224509587965,2.073880127940942,2.8102902758701207,0.008625448940458939,-0.0256720268302331,0.12205349507627275,0.1424519909336081,-0.35128943561752096,0.7221763733011426,-0.1362094065683018,-0.07823246669731485
5,0.002794504165649414,103.22036450832243,341.6022526212533,0.9999997368459238,0.041566426602698096,0.0028221419355031327,0.5222329056744108,103.22036450832243,2.5852825491630025,2.809984006970964,0.00962428590168069,-0.02467716956607676,0.12105481732903914,0.14145320767671377,-0.3522851283129798,0.721177267331639,-0.135210315844164,-0.0772352983771402
6,0.0029282569885253906,102.68156967575504,340.1247588365342,0.999999729989523,0.042104445092630664,0.0028192124161447916,0.5219850124865123,102.68156967575504,3.0937727742124546,2.8096808561072195,0.01062265608140082,-0.023684750607427682,0.12005675680883479,0.14045498676057933,-0.35327874415323024,0.7201785699628561,-0.13421164012817552,-0.07623944277285308
7,0.0030608177185058594,102.14590308222427,338.6508180862221,0.9999997230844503,0.04263942229838258,0.0028157269545417553,0.52167744924653,102.14590308222427,3.5993107085649894,2.8093808462748453,0.011620512961939729,-0.02269525598684267,0.11905943119399386,0.13945743223131213,-0.35426984771981557,0.7191803541305535,-0.13321345319122035,-0.07524514472157148
8,0.0031960010528564453,101.61340551178314,337.18059137951417,0.9999997161407499,0.04317070749573766,0.0028116811148032874,0.5213107470521642,101.61340551178314,4.101857862073604,2.8090839889551122,0.012617822215782315,-0.021709182762910173,0.11806295929640542,0.13846064817748732,-0.355257985877153,0.7181826919244468,-0.13221582785771874,-0.07425264955965993
9,0.0033304691314697266,101.0841159352326,335.71424041430237,0.9999997091689959,0.04369764097013731,0.00280707158601095,0.5208855798944387,101.0841159352326,4.601377455856736,2.8087902836357634,0.01361456170530807,-0.020727038079659393,0.11706746084664221,0.13746473853833663,-0.35624268779977386,0.7171856544288339,-0.13121883584867905,-0.07326220258118123
