iteration,timestamp,function_value,gradient_norm,gradient_cosine_similarity,gradient_angle,step_size,improvement,best_so_far,relative_improvement,distance_to_minimum,x1,x2
0,0.000141143798828125,79.88398230604908,196.75335818607093,0.0,0.0,0.0,0.0,79.88398230604908,0.0,1.2508940435943678,-0.24978725951302144,0.9473909298808698
1,0.001817941665649414,79.88398230604908,196.75335818607093,1.0,0.0,0.0,0.0,79.88398230604908,0.0,1.2508940435943678,-0.24978725951302144,0.9473909298808698
2,0.0022618770599365234,38.960025374382276,164.2530386933006,0.9588920173966361,16.485411828568274,0.25000000000016015,51.22923989302409,38.960025374382276,51.22923989302409,1.478614049021378,-0.46834115457789766,0.8260064376586294
3,0.0027933120727539062,4.947179482116104,48.68571191440229,-0.9243108851220943,157.5646707081964,0.5000000000000001,87.30190898343442,4.947179482116104,93.80704449214535,1.9752675838972358,-0.9682776852502948,0.8339729487674835
4,0.0033397674560546875,4.064636882943556,25.947918131352136,0.9997161818763171,1.3651109956177387,0.023715521277362615,17.839308283900177,4.064636882943556,94.9118249170763,1.9530515994650681,-0.9468165768454805,0.8440648651114614
5,0.0037899017333984375,3.7992526190603373,13.643764075308082,0.9982814179525844,3.3595799659957404,0.013435807834634633,6.5291014062498665,3.7992526190603373,95.24403702796793,1.9403713024972251,-0.9345252264680598,0.8494910643400845
6,0.004330873489379883,3.722437368568426,7.133297401905984,0.9925620763054623,6.992509173789883,0.007420415366221222,2.0218516164610727,3.722437368568426,95.34019554219627,1.9332398341022683,-0.9275729259829663,0.8520849190338212
7,0.004773616790771484,3.6998652148307807,3.7721347710558626,0.969934889597731,14.085204994422165,0.004185731560755439,0.6063810214307603,3.6998652148307807,95.36845171206416,1.929106662720538,-0.9235022960411541,0.8530597629062061
8,0.005284309387207031,3.6998652148307807,3.7721347710558626,1.0,0.0,0.0,0.0,3.6998652148307807,95.36845171206416,1.929106662720538,-0.9235022960411541,0.8530597629062061
9,0.005632877349853516,3.46331558068268,2.2145106333425684,0.8925271199252928,26.807458221530027,0.12500000000021477,6.393466259254523,3.46331558068268,95.66456818913443,1.877666089162711,-0.8602996294734014,0.7452153242977216
10,0.006130695343017578,3.226585193008815,2.058632970895345,0.9887725125710047,8.593816858931218,0.12500000000000158,6.835368656390273,3.226585193008815,95.9609109362535,1.8312896502336684,-0.795249684802212,0.6384749631484563
11,0.006595611572265625,2.9855168718449927,2.2684913020264963,0.9819495427883221,10.902778125632246,0.12500000000000017,7.4713143073412684,2.9855168718449927,96.26268397535945,1.7890512350212473,-0.727193993119891,0.5336254384492909
12,0.007082462310791016,2.7398416514013295,2.720891214840057,0.9663882345650844,14.897291259373384,0.1250000000000051,8.228900756197723,2.7398416514013295,96.57022400197259,1.749975981163511,-0.6550707370551396,0.43153118819679337
13,0.0075490474700927734,2.489450120866376,3.2861635888496283,0.9775599083650403,12.160892214410014,0.12500000000022654,9.138905177490354,2.489450120866376,96.88366797823264,1.712871805226008,-0.5777893118127899,0.33328363701831487
14,0.008071184158325195,2.0549231371997827,8.422417009445756,0.833498914233947,33.54014309895618,0.25000000000014455,17.454737495016364,2.0549231371997827,97.42761555210528,1.6507488586921202,-0.4125056107982795,0.14571685376760649
15,0.008529424667358398,1.9725289974471973,4.472904124598623,0.9722632598334187,13.526153426941491,0.01293098143779758,4.009597160157669,1.9725289974471973,97.53075780587639,1.6378548497324301,-0.40197598006795165,0.15322266202705467
16,0.009039878845214844,1.9725289974471973,4.472904124598623,0.9999999999999998,1.2074182697257333e-06,0.0,0.0,1.9725289974471973,97.53075780587639,1.6378548497324301,-0.40197598006795165,0.15322266202705467
17,0.00939035415649414,1.7106960321713922,4.8427831038594515,0.9862195135667903,9.522914857966713,0.12499999999999982,13.27397293599554,1.7106960321713922,97.85852434644853,1.5949834732045969,-0.3018096901166144,0.07844489556278678
18,0.009816169738769531,1.671593396050927,2.8123309015036293,0.9111782614217582,24.331310269908958,0.010584666660606543,2.2857734737849396,1.671593396050927,97.90747362888499,1.584422426765281,-0.292782758547833,0.0839720715839293
19,0.010306835174560547,1.4137741871580976,10.699571957319153,0.46183147827455545,62.494647266622,0.25000000000029937,15.42355991007844,1.4137741871580976,98.2302156873681,1.5007586133046753,-0.0780575372739429,-0.04406338971109103
20,0.010786771774291992,1.2162085479623999,6.083160738149363,0.9903170823464756,7.9797963818510045,0.02364576484689517,13.974341941610552,1.2162085479623999,98.47753139884428,1.4794621687513494,-0.06983169051329995,-0.02189454580201261
21,0.011293888092041016,1.1483835549165762,3.6514738458562945,0.9696613803672274,14.149454232224668,0.014107584256120036,5.576756811934572,1.1483835549165762,98.56243577026879,1.4660496573246762,-0.06313534681157934,-0.009477504504990495
22,0.011734724044799805,1.118226304979614,2.449762130474925,0.9211764426743795,22.901319687070682,0.010222211340927613,2.6260607623515635,1.118226304979614,98.60018708043935,1.4558524732376852,-0.05623105170735903,-0.0019393141510375958
23,0.012271881103515625,1.118226304979614,2.449762130474925,1.0,0.0,0.0,0.0,1.118226304979614,98.60018708043935,1.4558524732376852,-0.05623105170735903,-0.0019393141510375958
