method,dimension,iteration,x,f_val,dist_to_min,step_size,grad_norm,grad_cosine_sim,rel_improvement_f,rel_improvement_dist,rel_improvement_grad
NewtonRaphson,128,0,,2.2652721611820863,2.7116803752077465,,0.7875658424484194,,,,
NewtonRaphson,128,1,,8.776912937423093,25.92247018998607,25.97018040828565,0.5430058853519086,-0.2973595570684506,-2.8745511854271144,-8.559559609970664,0.31052636353071383
NewtonRaphson,128,2,,9.251426939644913,28.17029128290713,15.10484619942217,0.47185553150681503,-0.40570225563765905,-0.05406388391966182,-0.08671322896493874,0.13103053901337153
NewtonRaphson,128,3,,9.580900906051475,29.740260535527867,7.751670172264697,0.3361758955595694,-0.4714291898740774,-0.035613313335986614,-0.055731381576922014,0.2875448667815098
NewtonRaphson,128,4,,11.287199329097199,38.145557309604975,24.385733261543585,0.36547709715217974,0.7344546004270408,-0.17809373458481273,-0.2826235084267704,-0.08716032880298599
NewtonRaphson,128,5,,14.027046991712638,55.46683811935055,40.20933746717009,0.4110196123571929,0.5144319665968882,-0.24273937074473412,-0.4540838312875851,-0.1246111331185546
NewtonRaphson,128,6,,14.23327077945186,57.26288724777999,6.388426933236413,0.2530893760345079,-0.30313081309925144,-0.01470186760342804,-0.032380593329744224,0.3842401471232891
NewtonRaphson,128,7,,14.223770077045053,56.988361604162,3.4456084368315,0.1631801531950802,-0.19716084164298445,0.0006674995898007732,0.004794128567602649,0.3552469259996471
NewtonRaphson,128,8,,13.40320508310828,50.875879398835366,9.345804495511494,0.13879729173259553,0.16169675684777543,0.05768969756204354,0.10725843019989938,0.14942295974765513
NewtonRaphson,128,9,,13.42836061626679,51.21566785032332,0.6059357081492585,0.0720624393322877,-0.04319276750605086,-0.0018768296838353848,-0.0066787730355326955,0.4808080299497345
NewtonRaphson,128,10,,13.395680451269394,50.83836102473831,0.9358385365097086,0.14770101243515824,0.5505411117519016,0.00243366751394867,0.0073670195356561625,-1.0496254887250331
NewtonRaphson,128,11,,13.672128330368203,52.836650911293205,2.8357759443060173,0.16221668395790415,0.708325210492602,-0.020637091195513876,-0.03930673307077132,-0.0982774002928273
NewtonRaphson,128,12,,13.741093075768674,53.23085540143725,1.276729042269272,0.062475354555560955,0.9726419129012155,-0.00504418505546708,-0.007460815236110882,0.6148648028597752
NewtonRaphson,128,13,,14.104374105103847,56.04783006432269,4.1546116048509205,0.05904484539435754,0.5737593460097106,-0.0264375641247777,-0.052919958577433944,0.054909799001661944
NewtonRaphson,128,14,,14.097467834314893,55.93047255122578,0.2027002954545571,0.03240129393454315,0.9441625348452491,0.0004896545381943286,0.002093881475201118,0.4512426323053851
NewtonRaphson,128,15,,14.123237803189795,56.209754201235214,0.39438485625749653,0.1255898077937132,0.994352051666055,-0.0018279856480449155,-0.004993371900329307,-2.8760738397493877
NewtonRaphson,128,16,,14.098894769646302,56.001194467070455,0.48317556743987666,0.055321456706993996,0.6946680165288929,0.0017236156384759973,0.0037103833156448027,0.5595067969379973
NewtonRaphson,128,17,,14.103345488579524,56.08532723971158,0.23611123723742822,0.047156808523433104,0.8051452051007794,-0.0003156785695574228,-0.0015023388954783427,0.147585560279158
NewtonRaphson,128,18,,14.096750457525655,55.936171279803624,0.19071466584019017,0.034982263789201905,0.9961447247500357,0.0004676217468550329,0.002659447082664913,0.2581715157458427
NewtonRaphson,128,19,,14.106974956024887,56.08840119991275,0.25670347670045407,0.06800802881777107,0.9981231084344127,-0.0007253088951272243,-0.002721493384801847,-0.944071693803971
NewtonRaphson,128,20,,14.098583227151092,55.98083918669378,0.20577585706476534,0.030726856537810043,0.9950386910083734,0.0005948638102749805,0.001917722932333136,0.5481878085285593
NewtonRaphson,128,21,,14.2764618781818,57.38341554900031,2.0021282119031816,0.032600356357553276,0.9627000399248264,-0.012616774903179561,-0.025054579078905893,-0.06097271347747048
NewtonRaphson,128,22,,14.482472219462732,59.06834126121916,2.39051770148111,0.13342439966566103,0.955610926089582,-0.014430069791715669,-0.02936259015080887,-3.09272825739365
NewtonRaphson,128,23,,14.447274454178823,58.65708420067958,0.5550622224127344,0.06035768733749838,0.9998068043068078,0.002430369950001191,0.006962393928092079,0.5476263150612292
NewtonRaphson,128,24,,14.454814393079818,58.78509644141236,0.19055453579876136,0.031095183847825905,0.9982967295747205,-0.0005218935187331947,-0.0021823832956786556,0.48481816949094036
NewtonRaphson,128,25,,14.391904059042723,58.3142222012552,0.6484922965735086,0.13013474963101987,0.999875223000292,0.0043522062841023675,0.008010095562681454,-3.1850451911741486
NewtonRaphson,128,26,,14.360606281269135,57.97561798989384,0.5011572378075967,0.04835495856812273,0.9964568381079798,0.0021746794340199264,0.005806545960482152,0.6284239320763523
NewtonRaphson,128,27,,14.367099556238578,58.09847524382835,0.18553589709758528,0.03443735832283376,0.9979177728809868,-0.0004521588324521399,-0.0021191193504124673,0.28782157316259055
NewtonRaphson,128,28,,14.355710108442626,57.90605535689445,0.26600929326206646,0.07353869223974065,0.9999957719782268,0.0007927451014987247,0.0033119610476238493,-1.135433605282687
NewtonRaphson,128,29,,14.365318665173106,58.056372665610105,0.21012784890592903,0.0307073620169088,0.999916892575083,-0.0006693195012923554,-0.0025958823786079166,0.582432579616715
NewtonRaphson,128,30,,13.638007246473183,52.421023512378724,8.163887767922732,0.11729835988739351,0.45210626781402896,0.0506296752374312,0.09706684890028446,-2.819877455536688
