function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,initial_distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm,computation_error,mean_best_so_far,std_best_so_far,mean_distance_to_minimum,std_distance_to_minimum,mean_improvement,std_improvement,mean_relative_improvement,std_relative_improvement,mean_step_size,std_step_size,mean_gradient_norm,std_gradient_norm,mean_cosine_similarity,std_cosine_similarity,mean_gradient_angle,std_gradient_angle
rosenbrock,8,0,sgd,dimension,0.8380027045455186,,1000,0.12823057174682617,False,,3.284787457957502,,294.76032147887867,,False,,,,,,,,,,,,,,,,
rosenbrock,8,1,sgd_momentum,dimension,0.8380027045455186,,1000,0.13277983665466309,False,,3.284787457957502,,294.76032147887867,,False,,,,,,,,,,,,,,,,
rosenbrock,8,2,rmsprop,dimension,0.8380027045455186,0.21293021406870238,1000,0.1285383701324463,False,0.4703653546887251,3.284787457957502,0.21293021406870238,294.76032147887867,21.281801037075937,False,2.7516283517031352,7.2103366676481855,1.3594514781372458,0.7535310670090771,0.6086985961750597,1.273051584679135,97.3762755529941,6.875178682594355,0.027464482820880768,0.004897940564741894,20.03955014361019,21.43940774628057,-0.7681159242588292,0.5751845082780385,151.74427098845746,49.85075659542084
rosenbrock,8,3,adam,dimension,0.8380027045455186,6.502008373895663,1000,0.15445494651794434,False,2.693341310482706,3.284787457957502,6.502008373895663,294.76032147887867,10.914569429611339,False,21.771021076950177,21.802906037400625,2.8868728745454946,0.16652879602056084,0.27721850330330433,0.19146191243862917,79.24096101113378,20.789441841116897,0.0011330065726692868,0.0006183283733497369,71.6885162337525,68.14094607811074,0.9999993903266493,2.7261929372161113e-07,0.061781962780304005,0.01363336558915494
rosenbrock,8,4,BFGS,dimension,0.8380027045455186,9.447085409927028e-15,56,0.013904809951782227,True,7.1220971066379395e-09,3.284787457957502,9.447085409927028e-15,294.76032147887867,3.997968342089986e-06,False,5.429224655352611,13.842982549098453,1.5918966451540308,1.066870645195991,27.584732505239202,31.958882047411922,94.82314192332007,13.199519372252865,0.10268248794972268,0.13364914876646414,16.032882866628743,39.00852749445034,0.42789606270517544,0.5591559605008624,59.055894424013026,40.25470717662806
rosenbrock,8,5,newton-cg,dimension,0.8380027045455186,0.028272314666906124,1600,3.1007676124572754,False,0.31595017456262015,3.284787457957502,0.028272314666906124,294.76032147887867,0.24231095146579448,False,1.083834734490267,3.2473018760209524,1.0219260480472512,0.6675570643285514,0.46865055941732836,2.157306212767046,98.96654514130292,3.096357585373329,0.0037838857559963656,0.015101677154917613,1.9450132669790638,8.711139598603134,0.6636444238187917,0.28152111793414625,43.90609335730353,23.377293829869068
rosenbrock,8,6,trust-exact,dimension,0.8380027045455186,1.5865829963088567,1600,3.4093215465545654,False,1.6007870490763274,3.284787457957502,1.5865829963088567,294.76032147887867,2.7660206597291777,False,3.5652730045123717,4.227765308645902,2.0624350076955213,0.32086086157365956,0.23487289422148805,1.9384041431938885,96.60045153394374,4.031246149078224,0.005916626829354052,0.017986849444252686,4.163225386174872,12.574748699905006,0.9692114526024426,0.040178786484259627,10.432679209392832,9.807434773941065
rosenbrock,8,7,trust-krylov,dimension,0.8380027045455186,1.456233632605063,1600,3.1025664806365967,False,1.5548097234843434,3.284787457957502,1.456233632605063,294.76032147887867,2.6459825528636265,False,3.5140580223225144,3.038854562304723,2.072059029726629,0.33696586678745155,0.22346605021902335,2.1497315361133795,96.64928589078606,2.897599525415316,0.002538972109590047,0.014456342317864164,3.2959512491290366,8.571703418748484,0.9908749502880068,0.03230526955925188,3.8842652844583743,6.790081976791611
rosenbrock,8,8,sgd,dimension,1.3544679827919741,,1000,0.12987780570983887,False,,3.3225839847237024,,483.49250930481594,,False,,,,,,,,,,,,,,,,
rosenbrock,8,9,sgd_momentum,dimension,1.3544679827919741,,1000,0.13545608520507812,False,,3.3225839847237024,,483.49250930481594,,False,,,,,,,,,,,,,,,,
rosenbrock,8,10,rmsprop,dimension,1.3544679827919741,0.2188480506074972,1000,0.13466310501098633,False,0.4962901918445135,3.3225839847237024,0.2188480506074972,483.49250930481594,21.153708304318297,False,5.3073196280044455,18.181610249956552,1.4294551773044446,0.7729738901786574,0.681235899198957,1.1470555061538823,97.58460089972071,8.274580789830097,0.02750413587228877,0.004405479788158903,25.152133102450968,42.49746668036627,-0.7451460291010059,0.5825379030565527,149.8049618322735,49.38561645523848
rosenbrock,8,11,adam,dimension,1.3544679827919741,11.174641730683994,1000,0.13620424270629883,False,2.7292446942683593,3.3225839847237024,11.174641730683994,483.49250930481594,39.229873207273315,False,56.7227082875744,50.61412481615552,2.9147641494141157,0.1549627955696157,0.2971019538298353,0.08073126706868997,74.18508999528129,23.03485000173865,0.0011624249374321432,0.0005475065198222936,149.01940445399754,112.43775480465384,0.999999650123684,1.7160226690943907e-07,0.04707763029511628,0.008991622546977466
rosenbrock,8,12,BFGS,dimension,1.3544679827919741,4.231718047012184e-14,51,0.012901782989501953,True,1.0345380905798775e-07,3.3225839847237024,4.231718047012184e-14,483.49250930481594,9.966502901856163e-06,False,7.508905860280877,30.337862674273754,1.382518869069209,1.0194526880445949,32.18917934221572,31.562130673217077,96.58264326811916,13.806978162984713,0.1133359171517898,0.1670662111247634,21.528554675073465,68.03156947235733,0.3358873224834998,0.575644625581856,65.60707930005931,40.41475165355158
rosenbrock,8,13,newton-cg,dimension,1.3544679827919741,0.038808937724494695,1600,3.0056045055389404,False,0.36614082627868133,3.3225839847237024,0.038808937724494695,483.49250930481594,0.335550031258909,False,1.377420816914861,6.079526055265218,1.1311983807757378,0.6767770139835816,0.474259015442908,2.644076895143673,99.37312594019647,2.7668357651814324,0.003974682431848062,0.02187531105752286,2.240009907633314,13.593695176825605,0.6561688805140308,0.26542535376871956,45.07013933482087,21.98103684591931
rosenbrock,8,14,trust-exact,dimension,1.3544679827919741,1.5792882120472522,1600,3.295044422149658,False,1.5936511861990477,3.3225839847237024,1.5792882120472522,483.49250930481594,3.1864043737144616,False,3.5084787880282406,5.720338612065963,2.0557537261941627,0.3117418459386553,0.22472612672892012,2.7225895313619652,98.40326622439758,2.6033669922518268,0.006497420519619643,0.02631487605566916,3.8199825266347704,12.92410275990227,0.9694225842947699,0.039457270311545445,10.43212668798602,9.732852828704958
rosenbrock,8,15,trust-krylov,dimension,1.3544679827919741,1.4329875069025904,1600,3.0300638675689697,False,1.5479320575631759,3.3225839847237024,1.4329875069025904,483.49250930481594,2.356313766200492,False,3.5567139143535886,5.92169320353104,2.05843993709237,0.32839502834082546,0.249687954420435,2.643162409600758,98.38131407361446,2.695004906142594,0.0027858378488402847,0.02184622252915464,3.437024256223608,13.499340570424634,0.9907054012109591,0.03343904869767906,3.8816592341442204,6.879781118376096
