iteration,timestamp,function_value,gradient_norm,gradient_cosine_similarity,gradient_angle,step_size,improvement,best_so_far,relative_improvement,distance_to_minimum,x1,x2
0,0.00020647048950195312,12.18927886171323,0.9846503161800283,0.0,0.0,0.0,0.0,12.18927886171323,0.0,4.842890934277959,-4.5604360707103835,-1.6297286419141304
1,0.0006208419799804688,12.187908281165125,0.9947260351229487,0.9999988432881066,0.0871465648293439,0.0014142135406918466,0.011244147940615741,12.187908281165125,0.011244147940615741,4.8422859463795,-4.559436070722529,-1.630728641895614
2,0.0008361339569091797,12.186522939760357,1.004828925816256,0.999998896813493,0.08510638444222086,0.0014145918151355727,0.011366523055554132,12.186522939760357,0.022609392927501804,4.841681183758475,-4.558435841956164,-1.6317289480579382
3,0.0010297298431396484,12.185122557709951,1.0149612040973264,0.9999989469473953,0.08315008579959807,0.0014152170453730288,0.011491235501119582,12.185122557709951,0.034098030330034716,4.841076572603221,-4.557435234244392,-1.6327297594750678
4,0.0012319087982177734,12.18370684848738,1.0251250805311436,0.9999989939724988,0.08127230798931387,0.0014160847962622531,0.01161834208778149,12.18370684848738,0.04571241079200727,4.840472039921165,-4.556434099521404,-1.6337312710409686
5,0.001424551010131836,12.182275519376892,1.035322757780244,0.9999990381474281,0.07946793362196804,0.0014171902441542476,0.011747895187301544,12.182275519376892,0.05745493573320137,4.839867513674739,-4.5554322920788985,-1.6347336731739806
6,0.0016317367553710938,12.180828272017571,1.0455564281035201,0.9999990797088868,0.07773207798167717,0.0014185281998425425,0.011879942766187323,12.180828272017571,0.06932805288590724,4.839262922910935,-4.554429668809198,-1.6357371515408643
7,0.0018241405487060547,12.179364802939338,1.055828271000254,0.9999991188735791,0.07606007933999015,0.0014200931341450832,0.012014528450378995,12.179364802939338,0.08133425189764817,4.838658197883546,-4.553426089433308,-1.63674188680248
8,0.0020155906677246094,12.177884804087316,1.066140451014436,0.9999991558399453,0.07444748992466323,0.0014218792057959578,0.012151691619124057,12.177884804087316,0.0934760600293009,4.838053270167239,-4.552421416712356,-1.6377480543827816
9,0.0022127628326416016,12.176387963331004,1.0764951157122455,0.9999991907897203,0.07289006795004162,0.001423880291278331,0.012291467528167753,12.176387963331004,0.10575603797790353,4.837448072762686,-4.5514155166410735,-1.6387558242625084
10,0.002398967742919922,12.174873964955209,1.0868943938437567,0.9999992238893469,0.07138377000132731,0.0014260900162081289,0.012433887457880351,12.174873964955209,0.1181767758490418,4.836842540192149,-4.550408258622223,-1.6397653607986429
11,0.0026891231536865234,12.173342490129736,1.097340393697596,0.9999992552912492,0.0699247441096044,0.0014285017878830509,0.012578978886199464,12.173342490129736,0.13074088930355884,4.836236608585009,-4.549399515621116,-1.640776822570388
12,0.002988576889038086,12.171793217355287,1.1078352016550812,0.9999992851349874,0.06850932319714927,0.0014311088285917652,0.012726765682516666,12.171793217355287,0.1434510158994426,4.835630215752852,-4.54838916429961,-1.6417903622520997
13,0.0032033920288085938,12.170225822883335,1.1183808809479858,0.9999993135483052,0.06713401880642172,0.001433904209290988,0.012877268319977351,12.170225822883335,0.15630981164719485,4.835023301253893,-4.547377085129237,-1.6428061265132943
14,0.0033943653106689453,12.168639981108022,1.1289794706218712,0.9999993406480799,0.06579551516536573,0.0014368808832641486,0.013030504103967762,12.168639981108022,0.169319947794741,4.834415806446578,-4.5463631624833445,-1.6438242559455554
15,0.0036067962646484375,12.167035364928656,1.139632984704641,0.9999993665411862,0.0644906634501385,0.0014400317194076806,0.013186487412372133,12.167035364928656,0.18248410785351055,4.833807674532425,-4.5453472847083605,-1.644844885015881
16,0.0038030147552490234,12.165411646081576,1.1503434115778193,0.9999993913252818,0.06321647621702281,0.0014433495347928097,0.013345229946157344,12.165411646081576,0.19580498487585968,4.833198850588173,-4.54432934417453,-1.6458681420457477
17,0.003998517990112305,12.163768495440651,1.161112713546189,0.9999994150895277,0.06197012182933115,0.0014468271262007282,0.013506740986067495,12.163768495440651,0.20928527898978216,4.832589281587499,-4.543309237306656,-1.6468941492149363
18,0.00419926643371582,12.162105583285943,1.171942826599449,0.9999994379152416,0.06074891911788302,0.0014504573003533967,0.013671027653411988,12.162105583285943,0.22292769519482894,4.831978916412618,-4.542286864595559,-1.6479230225889496
19,0.004392147064208984,12.160422579540503,1.1828356603580226,0.999999459876498,0.0595503320207251,0.0014542329025906235,0.013838095171220189,12.160422579540503,0.23673494141942505,4.831367705856193,-4.541262130591154,-1.6489548721686809
20,0.004633426666259766,12.158719153975468,1.1937930981937939,0.9999994810406783,0.058371964232036895,0.0014581468438029993,0.014007947124310737,12.158719153975468,0.250709726838317,4.830755602614027,-4.540234943878132,-1.6499898019608332
21,0.004835367202758789,12.156994976383963,1.2048169975151246,0.9999995014689744,0.057211553945119405,0.0014621921254414718,0.014180585715244467,12.156994976383963,0.2648547604458507,4.830142561269113,-4.539205217035416,-1.6510279100674838
22,0.00502777099609375,12.15524971672466,1.2159091902048595,0.9999995212168528,0.05606696855473006,0.0014663618624868582,0.014356012013608796,12.15524971672466,0.27917274987823126,4.829528538267629,-4.538172866580576,-1.6520692887930906
23,0.005226612091064453,12.153483045235912,1.2270714831989324,0.9999995403344797,0.05493619944212974,0.0014706493042803345,0.014534226197890503,12.153483045235912,0.2936664004771716,4.828913491887552,-4.537137812900514,-1.6531140247671874
24,0.005415916442871094,12.151694632521737,1.2383056591929975,0.9999995588671147,0.05381735674736875,0.0014750478531715503,0.014715227787117594,12.151694632521737,0.30833841458452477,4.828297382200525,-4.53609998016975,-1.6541621990809825
25,0.0056231021881103516,12.149884149610942,1.2496134774639138,0.9999995768554713,0.05270866425772208,0.0014795510809546331,0.014899015861946993,12.149884149610942,0.3231914910571743,4.827680171027703,-4.53505929625764,-1.6552138874360716
26,0.005811452865600586,12.148051267990983,1.2609966747929209,0.999999594336054,0.05160845411182774,0.0014841527431039483,0.015085589273032107,12.148051267990983,0.33822832498930017,4.827061821890264,-4.53401569262592,-1.656269160303497
27,0.0060045719146728516,12.146195659618106,1.2724569664774068,0.9999996113414635,0.05051516196435632,0.0014888467908516024,0.015274946836665242,12.146195659618106,0.35345160762913674,4.826442299955259,-4.532969104217886,-1.6573280830914272
28,0.006198406219482422,12.144316996905474,1.2839960474183523,0.9999996279006852,0.04942732178120743,0.0014936273811648102,0.015467087516782886,12.144316996905474,0.3688640264764381,4.825821571977509,-4.531919469340537,-1.6583907163197886
29,0.006386995315551758,12.142414952690995,1.295615593270797,0.9999996440393505,0.048343561099654535,0.0014984888846998464,0.015662010592800386,12.142414952690995,0.3844682655463387,4.825199606238196,-4.5308667295409535,-1.659457115800256
30,0.0066225528717041016,12.140489200186614,1.3073172616453645,0.999999659779984,0.04726259604413901,0.001503425891846675,0.01585971581339967,12.140489200186614,0.4002670057854301,4.824576372480776,-4.529810829478108,-1.6605273328200971
31,0.00681757926940918,12.138539412910832,1.3191026933492283,0.9999996751422268,0.04618322679446839,0.0015084332169607194,0.016060203535720203,12.138539412910832,0.4162629256253348,4.823951841844842,-4.528751716791272,-1.6616014143284634
32,0.007012605667114258,12.136565264606096,1.330973513655711,0.9999996901430478,0.045104332892379154,0.001513505900918685,0.01626347485131893,12.136565264606096,0.4324587016604293,4.823325986798471,-4.527689341966083,-1.6626794031238221
33,0.007218837738037109,12.134566429142872,1.3429313335923005,0.999999704796936,0.04402486889704298,0.001518639212116578,0.016469531697353736,12.134566429142872,0.4488570094348351,4.822698781069623,-4.52662365819927,-1.6637613380413334
34,0.007414817810058594,12.132542580411886,1.3549777512377583,0.9999997191160819,0.042943859938342356,0.0015238286460640172,0.016678376955643177,12.132542580411886,0.4654605243264529,4.822070199577047,-4.525554621262962,-1.664847254139093
35,0.007624149322509766,12.130493392206237,1.3671143530196577,0.9999997331105405,0.04186039778781619,0.0015290699236878446,0.016890014537910086,12.130493392206237,0.482271922514136,4.821440218361168,-4.5244821893693965,-1.6659371828822644
36,0.007813215255737305,12.128418538094717,1.3793427150045046,0.9999997467883877,0.04077363667815164,0.001534358988502773,0.017104449460008955,12.128418538094717,0.4992938820168987,4.82080881451534,-4.5234063230368,-1.6670311523242434
37,0.008004188537597656,12.126317691287895,1.391664404173455,0.9999997601558608,0.03968278958705604,0.001539692002775797,0.017321687903693164,12.126317691287895,0.5165290837926267,4.820175966117845,-4.522326984957078,-1.6681291872841035
38,0.008203268051147461,12.12419052449811,1.4040809796773865,0.9999997732174895,0.038587124636055556,0.0015450653428140241,0.017541737268796452,12.12419052449811,0.5339802128866273,4.81954165216494,-4.521244139865928,-1.6692313095196731
