method,dimension,iteration,x,f_val,dist_to_min,step_size,grad_norm,grad_cosine_sim,rel_improvement_f,rel_improvement_dist,rel_improvement_grad
GradientDescent,32,0,"[1.6400809087687758, 0.9034696774486054, 0.4581332140033082, 0.7890382744387182, 1.2710534219070315, 0.6299640837034964, 0.4602841477140769, 1.1599593633905558, 1.1607991512013307, 0.6672360969986963, 0.6908045069826173, 1.1523205096701508, 0.04945914894909431, 0.07612300224456048, 0.5284041392259212, 0.8598905937807587, 1.204083652818256, 1.9684424545412869, 1.5629786089030457, 0.8950143289098277, 0.9875175209581422, 0.34192706311498544, 0.9878477437138561, 0.8105208236568371, 1.2118365389384038, 0.4569951607329622, 1.3409056112896567, 2.0061091809734224, 0.9286084649132329, 1.2636886480011416, 1.4530192326715123, 0.7366338148432264]",3304.1949630294566,2.670787515557702,,3917.167422056061,,,,
GradientDescent,32,1,"[0.46686734725262524, 1.1315201219564959, 0.6369733458877921, 0.8782974498958191, 0.63971034341607, 0.8438099968453744, 0.6232354666464117, 0.8843190235411271, 0.8815800109984168, 0.869494746332003, 0.8288503119819386, 0.42775097195966116, 0.3084945088905039, 0.07914843673092789, 0.5475588596392049, 0.9038616514361738, 1.3605282809469423, 0.04253262741817454, 1.056483859257697, 1.2715580697720559, 0.7001054758817187, 0.5890142781354551, 0.7483600021238244, 1.0238650315013, 0.6100997808624882, 0.8673302634282201, 1.2254185584195145, -0.521777048005355, 1.6970124409422371, 1.1101535315735218, 0.681944991178633, 1.0115600299772431]",1921.7214581689682,2.695823888253822,3.917167422056061,2387.799640599153,-0.34196996020916604,0.41839949528673254,-0.009374153709450682,0.39042696333213306
GradientDescent,32,2,"[0.6385372127041794, 0.6573541572345061, 0.8867761501867826, 0.7377610457409957, 0.7779724368666056, 0.7272409141792774, 0.7653690982830885, 0.8205881469533965, 0.8944568406363883, 0.8766233127764231, 0.7286776905683322, 0.5022209828655146, 0.28279591160494516, 0.10133126665539835, 0.5725040537723762, 0.9797678207664302, 0.2668860965230786, 0.4240917140504061, 0.911106929521352, 0.7736523616426789, 0.911742974148103, 0.6646402881924423, 0.8074212802208859, 0.7515898439252195, 0.8193457856966126, 0.9327271740126992, 0.13851802896295795, -0.41141102307893007, 0.20938658465133653, 1.2194187883551892, 0.941756467412625, 0.9022578181805196]",526.8500379792812,2.6454413134015238,2.387799640599153,841.9426293959579,-0.31444210571615316,0.7258447441799041,0.01868911951994485,0.6473981254203157
GradientDescent,32,3,"[0.7030179219449764, 0.7276640653753879, 0.7788274725969194, 0.8169680206840744, 0.7696452699384689, 0.7721804811121936, 0.7904233521856014, 0.8465574806678794, 0.8778450620070541, 0.8476034147427527, 0.7287986336261428, 0.5151077370428919, 0.28053227309890794, 0.12164589187262456, 0.6102224840481887, 0.5777921814953303, 0.4446338491212548, 0.4787181858230404, 0.7444563806701616, 0.882322466384474, 0.7885071861037525, 0.7958548201389946, 0.7668587986614765, 0.8086538875797762, 0.8544860787777152, 0.6076800123484918, 0.2626751340292585, -0.329072114887205, 0.3014022418857055, 0.7179213496647033, 1.0567014517169593, 0.899187303327117]",234.15773747473185,2.507230140980973,0.8419426293959579,283.4111977765286,-0.12498366186422359,0.5555514461518549,0.05224503439951124,0.6633841928400053
GradientDescent,32,4,"[0.7692540380520128, 0.7540948784579941, 0.7949481296560719, 0.8086553648517392, 0.8050253637976694, 0.7966416199798761, 0.8221330679447064, 0.8570877989744491, 0.8728869029381767, 0.8360247861820499, 0.7225917314892407, 0.5224165549382506, 0.2837512180020983, 0.1437854834042014, 0.5420580191596513, 0.5631579053538381, 0.47356678330238366, 0.5222275378658553, 0.7396150006756185, 0.8204707083226, 0.8418425062603057, 0.8039312028983263, 0.8082922368679413, 0.8297953424243625, 0.7728057633916017, 0.6070464991013764, 0.24364448437475528, -0.2722192471418244, 0.3397777710105141, 0.7485114695118841, 0.8564262559291006, 0.9426734342738394]",189.15098132963644,2.443939310682227,0.28341119777652857,142.4917429316581,0.32944961953477936,0.19220699956563309,0.025243326994299386,0.4972261362657459
GradientDescent,32,5,"[0.8196687651116366, 0.7903754316557164, 0.8062914399971892, 0.8225712203300422, 0.8230378498360684, 0.8270797710890899, 0.8445730400996585, 0.8685463998497689, 0.8713536553923792, 0.8294443169910453, 0.7184959687084815, 0.5255797330437726, 0.2901985419853579, 0.16283073253878896, 0.49709436567906923, 0.5454010418217358, 0.49977762820714466, 0.5611205110259904, 0.7276533273518943, 0.8214973188549797, 0.8404930287316399, 0.8373673767840628, 0.8333304574748426, 0.8228065451261317, 0.7594459471234504, 0.5755502905433298, 0.23781415028710162, -0.23228711204324448, 0.3740035559043397, 0.711072654794713, 0.869150355436644, 0.900831933788019]",171.7440674060949,2.400427909030406,0.14249174293165814,111.23819149515376,0.9133914998517656,0.09202655889586019,0.017803797934603596,0.2193358772479482
GradientDescent,32,6,"[0.8588878080575134, 0.8245032474160742, 0.825982162748763, 0.8366075320182891, 0.8433885968834578, 0.8505904396224105, 0.8652270221396364, 0.8784020544972078, 0.8726779096436246, 0.8258732272724817, 0.7156406004814416, 0.5275956987504228, 0.297950893552777, 0.17943195152013408, 0.4632970217561198, 0.5307877901449567, 0.5225558797216551, 0.5923812710891407, 0.730633735169636, 0.8178782771824545, 0.8517062806172141, 0.8557668844881031, 0.8500233467296607, 0.8246188870244648, 0.7430730673895362, 0.5551280757059445, 0.23055096851200133, -0.2017910493718796, 0.39669773218728055, 0.7008090796211098, 0.8472599676440605, 0.871750015101544]",160.269008692309,2.3668299524970857,0.11123819149515375,96.06256081748535,0.9875938215021739,0.06681487685191895,0.013996653016291372,0.13642464403360563
GradientDescent,32,7,"[0.8889957637943049, 0.8557004634280934, 0.8480946595395364, 0.8540755034119368, 0.8619954610305406, 0.8712513023169781, 0.8820691205336907, 0.8882066709620429, 0.8751625482218052, 0.8244513335324101, 0.7139183863762695, 0.529584676287211, 0.3062408167944847, 0.1938829759052491, 0.43673755481532917, 0.519627251651484, 0.5420910393253048, 0.6193083554711019, 0.7382442060741367, 0.8212291722150392, 0.8598590823914203, 0.8702675363166353, 0.8614939030869815, 0.8253595244163487, 0.7318544866524299, 0.5381889457614821, 0.2241020008797349, -0.1771317856930945, 0.41294128027714955, 0.6925501660306049, 0.8284976415796579, 0.8409699026356782]",151.58654475761728,2.3401185600730767,0.09606256081748533,85.23681939982612,0.9917717544362425,0.05417431607978979,0.011285725193661493,0.11269469942850747
GradientDescent,32,8,"[0.912469277028117, 0.8825721396276239, 0.870957174266949, 0.872688414500035, 0.8799697141772317, 0.88872795391285, 0.8965746785034939, 0.8970417582153304, 0.8786553846014091, 0.8243720229722961, 0.7133351518707288, 0.532005729329344, 0.31473398338899417, 0.20643042146857576, 0.41548970989372774, 0.5113622586443525, 0.5591596160628872, 0.6428484147409869, 0.7493959475094952, 0.8272578440593428, 0.8680766431965237, 0.8805928203130581, 0.8696115575088363, 0.8257884583627536, 0.7230182247611191, 0.5244866655715972, 0.21838271594027256, -0.15634178282164227, 0.42402931485699996, 0.685403652115004, 0.8102878198264305, 0.8100575905291536]",144.69055059118853,2.318650812818423,0.08523681939982615,76.88132264449034,0.994193718839752,0.045492125817995624,0.009173786158075351,0.09802684818801233
GradientDescent,32,9,"[0.9308834890684397, 0.9052995873408521, 0.8925686965092098, 0.8914437980417014, 0.8967936621491477, 0.9040184165568235, 0.9088567961660032, 0.9051507523897939, 0.8824981628000618, 0.8253836081165111, 0.7137672608281338, 0.5350566396685347, 0.3232813033451501, 0.21733216809624184, 0.39837911705565965, 0.5054799469913279, 0.5743589735645095, 0.6639602357583491, 0.7623036604607656, 0.8352645060989619, 0.8757069804673332, 0.8885938926437149, 0.8752362979519912, 0.8257972450277637, 0.7158545670718268, 0.5131953281978656, 0.21346376556362676, -0.13821137075280546, 0.43102010610324887, 0.6782669103934309, 0.7923141462374884, 0.7793593426151368]",139.04970960758598,2.3013264529025377,0.07688132264449035,70.0719575687202,0.9953655976991461,0.03898555199738154,0.007471741678440534,0.08856982218239888
