method,dimension,iteration,x,f_val,dist_to_min,step_size,grad_norm,grad_cosine_sim,rel_improvement_f,rel_improvement_dist,rel_improvement_grad
NewtonRaphson,32,0,"[0.5835625401541401, 1.1273488667575449, 0.9331486316443042, 0.8684912616709304, 1.365517645943398, 1.45082619253191, 0.6842754082382508, 0.6573052107891377, 0.8363046240564707, -0.3699746424251662, 0.09824308258631975, 1.8134870622285502, 1.9789927168786097, 0.8517876874026576, 1.3431344354448356, 1.1852386718137407, 2.8323775371854136, 1.6663083264786582, 0.9238706088925155, 0.43131580981630946, 0.043933060399620416, 1.1210901685356984, 0.5498623681415716, 0.1535541933002068, 0.6151960069433082, 0.3563231607510412, 2.0040922745912733, 1.524702639377041, 0.9952551301042616, 1.8807799213740557, 1.0460452865321133, 0.4874118480609788]",8696.490381538104,3.7605233540620424,,8725.472852945526,,,,
NewtonRaphson,32,1,"[-0.9439249570099285, 0.6005959623770248, 0.8296823437718277, 1.076457945751117, 1.1991737058794896, 1.3913008479421678, 1.868673243228602, 1.7218269611801977, 0.902863017762829, 0.3400673085188459, 0.1823283525817375, 1.3459276416856167, 1.6200528676382004, 1.9483116453239822, 1.4827438736090552, 1.831638728192465, 2.0154522659412097, 1.4005431876010352, 0.998226631776299, 0.5417890207248396, -0.20824544383849264, 0.6944651842323797, 0.34862163058556694, 0.0646240298426681, 0.25499158799250304, 0.12653107266653515, 1.4298804453970866, 1.3679151259367959, 1.5973375849503189, 1.5281972814524878, 1.5697760986474627, 2.189903046525438]",3095.3921985985203,4.141460178552423,3.602893321130218,3377.5214500535876,0.4921377580260684,0.6440642071921601,-0.10129888545404198,0.6129125026257561
NewtonRaphson,32,2,"[-5.399665276804178, 10.707470258311405, 5.859445092334253, 2.7087142061566114, 1.6812515164621753, 1.3684611689374293, 1.4318841176820643, 1.3291061093134666, 0.9889573263432018, 0.6706670947104558, -0.1701964759419651, 1.0101460533377729, 1.2705818204454506, 1.4592169873320187, 1.302114219232594, 1.420921597132346, 1.4850795909199563, 1.1343737645282361, 0.7514065253252682, 0.15733778896757372, -0.806524804510059, 0.10637974954993523, -0.5881819089088314, -1.0711512206704128, -0.06896481641468316, 0.1014216576268181, 1.051417378741853, 1.1476117921066857, 1.2926699841597245, 1.3914847974617748, 1.789247683400999, 3.153239493315585]",1322326.3963984025,13.565472346936632,12.501076203994534,466941.6379096615,-0.04667770482993414,-426.19187474760173,-2.2755288623053262,-137.24979198940483
NewtonRaphson,32,3,"[-3.8559894639440584, 7.215974174635609, 4.162115693220829, 2.2363430173265644, 1.5409648147705148, 1.2721160691307591, 1.1833388092564177, 1.0653376040631493, 0.8085362331020711, 0.4342849141506204, -0.2293461400166676, 0.8079110557772891, 1.0365530440449675, 1.1583780661797158, 1.1288662998288814, 1.1612587963592524, 1.1548619314783202, 0.9445188774089899, 0.6427401519443713, 0.19807601550173565, -0.4185142835773889, 0.054383495838721915, -0.19723699766236696, -0.8777807304207421, 0.8788465592206904, 0.1546981072985786, 0.8162126569416285, 0.9975510940893795, 1.1378631722887529, 1.3017542636409865, 1.6892531049076516, 2.8435771359064517]",259938.67044172317,9.462318222027584,4.453354362097923,138150.52702299322,0.9999958599898544,0.8034232159701918,0.3024704204889428,0.7041374857006841
NewtonRaphson,32,4,"[-2.826894423552443, 4.894893033276178, 3.0240017745071555, 1.8584052225717294, 1.3885373635924398, 1.173279819356615, 1.0461838272235615, 0.9015833322185205, 0.6536886950898259, 0.27731775496331235, -0.2521983306644259, 0.6788883461360752, 0.8846633702682167, 0.9837467779867417, 1.0018527166281688, 1.0034702925372505, 0.962599766222634, 0.8162561361865428, 0.576141787358992, 0.2446073570389161, -0.06312263441593968, -0.06786462440422127, -0.05788406688384293, -0.5163831683690701, 0.47427785938222816, -0.03363643375602418, 0.5900756328890746, 0.7688492796123838, 0.8068726718876824, 0.6604683484194489, 0.06674996755483198, -2.6280608699246772]",51526.17833935191,7.706854840930897,6.470674404948899,40799.89142031297,0.9999116827543535,0.801775633260755,0.18552149060154163,0.7046707508142738
NewtonRaphson,32,5,"[-2.139470628000436, 3.357366521126138, 2.257820290300688, 1.567169412444672, 1.2571393418410135, 1.0914728673039922, 0.9609721159588023, 0.7934189509622207, 0.5294778666312389, 0.16525138435932885, -0.3129930216125115, 0.6217504295378321, 0.8046788959653248, 0.896342936743197, 0.9280182523905267, 0.9213807698825471, 0.8708775347875101, 0.7537238405946498, 0.5580478882478673, 0.29918211434639075, 0.0752980221991289, -0.008819140649426814, -0.017868400047767498, -0.1477513903184029, 0.18709558438936807, 0.10487702939800994, 0.2855230494542216, 0.44870476539172294, 0.48419781124968747, 0.3696962339318099, 0.06590685503994499, 0.004343009340115334]",9828.270891091568,5.484071566030221,3.3471441929618564,11993.454226058613,0.9999068612535664,0.8092567466121302,0.28841639303954897,0.7060420062763341
NewtonRaphson,32,6,"[-1.6782844303623652, 2.347227814961834, 1.7407824621611723, 1.3475157714586679, 1.1490213699720395, 1.021097279419679, 0.8912457661513188, 0.7032610358176796, 0.41889086555812916, 0.06991796632206929, -0.5110248872507006, 0.7243094463562131, 0.8469256915151158, 0.9082859071451448, 0.9302102245365895, 0.9215394186740326, 0.8793318758763748, 0.7897856376750614, 0.6325809137220189, 0.40201292743549655, 0.15831415312839575, 0.026556421847421532, 0.003989136682684417, -0.029791107885807674, 0.25301647077580885, 0.7260735662015049, 1.6792702396318133, 1.7902145455761322, 1.5854891052128985, 1.1855133506472881, 0.7424587957011507, 0.0935225382908783]",2659.8225151792835,4.5419248848359395,2.8579344191155363,3774.959940132818,0.9248655696603806,0.7293702478642332,0.17179693405720403,0.6852483138735107
NewtonRaphson,32,7,"[-1.3682986127435146, 1.6965035658177166, 1.394400668879178, 1.1861180318485403, 1.0648280831424024, 0.9676245959060693, 0.8474225376367827, 0.6626153465391424, 0.39253354598891044, 0.0859332446971097, -0.4224490068439663, 0.6851243908667075, 0.838293459507056, 0.9223465568903251, 0.9694029582570307, 0.9995698241373405, 1.0237945067019831, 1.0421813969161273, 1.0293171714281646, 0.9065999805513403, 0.5759001330633978, 0.16706330845417044, 0.018112975377983447, 0.12147302035383055, -0.6170823967671877, 0.665114608072675, 1.2502233040900008, 1.3582703133290859, 1.2628148228195482, 1.096359867783057, 0.9783384066747932, 0.901506851272754]",571.1692976680185,3.9261619658945324,1.8338713106037037,1085.420732221867,0.9891276851171495,0.7852603719201471,0.1355731181282293,0.7124682779590827
NewtonRaphson,32,8,"[-1.1649218913357857, 1.2974712253042893, 1.1707299898339425, 1.0728186904632295, 1.0012952001367341, 0.9244038985784798, 0.8099777723782368, 0.6259075837924817, 0.363314979830592, 0.08344473020061911, -0.336357138375559, 0.6311325401733189, 0.80523255509927, 0.8992425433152612, 0.9471034318844234, 0.9693047008440328, 0.9756427737713133, 0.9672338358540139, 0.9341595822945014, 0.8512021043253843, 0.6987850604679536, 0.48600586079075686, 0.17612484479256524, -0.12854545051277827, -1.94692383696702, 2.9734438002916184, 1.4393535962266977, 1.2394011956749589, 1.1786970900149187, 1.213841508875305, 1.4077477957797466, 1.797361434323266]",6149.88602135574,4.924948375602449,2.9436855215538276,8768.795931062823,-0.13900022131362905,-9.76718592274588,-0.25439256413364864,-7.078706874442145
NewtonRaphson,32,9,"[-1.045812556864024, 1.0822267596715234, 1.0411832167376465, 0.9987566343067821, 0.949756909194762, 0.8739976086087121, 0.7444903978035101, 0.5355661862910225, 0.2593415652466598, 0.005760093648446235, -0.6889165319905077, 0.847628899158293, 0.9248082242034908, 0.9604794840237147, 0.9755708288207453, 0.9786120842163553, 0.9714184634295175, 0.9506402879223429, 0.9067835376827136, 0.8221680748319232, 0.6735824724841333, 0.4495615470685522, 0.18699162206021103, -0.017523976628114543, -1.464511604584819, 2.0889697915603738, 1.4112909534769993, 1.2222721436742208, 1.1795104365605327, 1.2588672011049924, 1.5316931943596555, 2.3307215808305077]",1247.373533589853,4.549135470647449,1.281266747265939,2486.145262800779,0.9983125703375447,0.7971712761410057,0.07630798869217159,0.7164781479297756
NewtonRaphson,32,10,"[-0.9967399765936455, 1.000089342027006, 0.9877248562436791, 0.9655629482115495, 0.9258560584801855, 0.852723633177789, 0.7231312490309574, 0.5176799402350575, 0.25778659619895755, 0.03271338795890244, -0.5440972616751589, 0.7598331153419962, 0.8755461028687364, 0.9344754567487945, 0.9623280337701496, 0.9720753556146298, 0.9684291819604369, 0.9498221752548641, 0.9081991470125289, 0.8276467933215401, 0.685653748027863, 0.4682245013670514, 0.2116516543059984, 0.010687060086085505, -1.1206823416183478, 1.5142247424777087, 1.2415631701603747, 1.1655543721476405, 1.1993895557510175, 1.3751251977645742, 1.8588144487670406, 3.3481828429400666]",341.5035537293497,4.645230540877144,1.2985785544161224,703.4573317095204,0.9929347685702933,0.7262219018335858,-0.021123809314919875,0.7170489825212235
NewtonRaphson,32,11,"[-0.988386231103787, 0.9868673096793124, 0.9785163850439368, 0.9596289763154648, 0.9217531381401602, 0.8496559186640578, 0.7210355478929459, 0.5173421183934875, 0.26051554521774306, 0.040051271141362435, -0.44793496615275985, 0.6997295811498118, 0.8421228044003769, 0.9169279979613562, 0.9534375399011742, 0.9678529619546223, 0.9669485209744116, 0.950441099106172, 0.9112082084753287, 0.8341260836088141, 0.6970337885216971, 0.4845036404663489, 0.227931645367444, 0.02060558025484665, -0.8718910254200112, 1.1531356720470898, 1.0993298155261713, 1.1053552988684716, 1.1748398617894833, 1.3610067206133265, 1.8463451507237272, 3.408834932624771]",176.32672461458137,4.4905836827359575,0.48623306234605307,189.72100080418343,0.9920651036693735,0.4836752862773287,0.033291535647224244,0.7303020492470677
NewtonRaphson,32,12,"[-0.9882780001567021, 0.986752688178561, 0.9787108507817532, 0.9603359002686963, 0.9233195113251779, 0.8526835828462033, 0.7262946857336013, 0.5250661188846335, 0.2688216480518454, 0.04597346496773652, -0.37791410728458275, 0.6554737565806904, 0.8173469497291381, 0.9038256944869104, 0.9467146173161344, 0.9645253236433798, 0.9655039210532195, 0.9502450804550236, 0.9122007980000286, 0.8366908852838445, 0.7018085708764028, 0.49164774515290627, 0.23562841574813176, 0.026507167437306016, -0.688300376705081, 0.9275738374127058, 0.9755243294452777, 1.0000943545729815, 1.0134842994649569, 1.00890339109548, 0.8952525974008009, -0.10309983557625113]",229.39343927499314,3.71402143592951,3.675234823528382,356.43736270024885,0.14397575563813803,-0.30095673118414756,0.17293124940348845,-0.8787449000869346
