method,dimension,iteration,x,f_val,dist_to_min,step_size,grad_norm,grad_cosine_sim,rel_improvement_f,rel_improvement_dist
GradientDescent,8,0,"[0.4113729431222925, -0.11450890246779624, 0.5364081907668768, 1.2613557932574624, -0.19392312926460434, -0.1939095322530578, 1.3078858731795115, 0.6355806076231377]",4.25082742419494,2.061753482886579,,4.123506965773158,,,
GradientDescent,8,1,"[0.4105501972360479, -0.11427988466286065, 0.5353353743853431, 1.2588330816709474, -0.19353528300607514, -0.1935217131885517, 1.3052701014331525, 0.6343094464078914]",4.233841117807856,2.057629975920806,0.004123506965773221,4.115259951841612,1.0,0.00399600000000021,0.0020000000000000386
GradientDescent,8,2,"[0.4097290968415758, -0.11405132489353494, 0.5342647036365724, 1.2563154155076055, -0.193148212440063, -0.19313466976217458, 1.3026595612302863, 0.6330408275150756]",4.2169226887010955,2.053514715968964,0.004115259951841575,4.107029431937928,1.0,0.003996000000000034,0.00200000000000015
GradientDescent,8,3,"[0.40890963864789265, -0.11382322224374787, 0.5331961742292992, 1.2538027846765902, -0.19276191601518286, -0.19274840042265023, 1.3000542421078256, 0.6317747458600455]",4.200071865637046,2.049407686537026,0.00410702943193804,4.098815373074052,1.0000000000000004,0.003996000000000008,0.002000000000000074
GradientDescent,8,4,"[0.40809181937059685, -0.11359557579926037, 0.5321297818808406, 1.251295179107237, -0.1923763921831525, -0.19236290362180494, 1.29745413362361, 0.6305111963683253]",4.18328837846196,2.0453088711639524,0.004098815373073985,4.090617742327905,1.0,0.00399600000000015,0.001999999999999701
GradientDescent,8,5,"[0.40727563573185566, -0.11336838464766184, 0.5310655223170789, 1.2487925887490225, -0.1919916393987862, -0.19197817781456133, 1.2948592253563629, 0.6292501739755887]",4.166571958101626,2.0412182534216243,0.0040906177423279035,4.082436506843249,1.0,0.003995999999999961,0.0020000000000000985
GradientDescent,8,6,"[0.4064610844603919, -0.11314164787836652, 0.5300033912724448, 1.2462950035715246, -0.19160765611998862, -0.1915942214589322, 1.2922695069056502, 0.6279916736276375]",4.149922336557053,2.0371358169147813,0.004082436506843166,4.074271633829563,0.9999999999999998,0.0039959999999998035,0.001999999999999895
GradientDescent,8,7,"[0.40564816229147116, -0.11291536458260978, 0.5289433844898999, 1.2438024135643815, -0.19122444080774864, -0.19121103301601433, 1.289684967891839, 0.6267356902803822]",4.133339246900171,2.0330615452809515,0.004074271633829581,4.066123090561903,0.9999999999999998,0.0039959999999999345,0.002000000000000109
GradientDescent,8,8,"[0.4048368659668882, -0.11268953385344456, 0.5278854977209201, 1.2413148087372528, -0.19084199192613313, -0.1908286109499823, 1.2871055979560553, 0.6254822188998215]",4.116822423269557,2.0289954221903894,0.00406612309056187,4.057990844380779,1.0000000000000002,0.003996000000000146,0.002000000000000092
GradientDescent,8,9,"[0.4040271922349544, -0.11246415478573767, 0.5268297267254782, 1.2388321791197783, -0.19046030794228086, -0.19044695372808232, 1.2845313867601431, 0.6242312544620219]",4.100371600866172,2.024937431346009,0.004057990844380793,4.049874862692018,1.0,0.003996000000000023,0.0019999999999997637
GradientDescent,8,10,"[0.4032191378504845, -0.11223922647616619, 0.5257760672720273, 1.2363545147615387, -0.1900793873263963, -0.19006605982062616, 1.281962323986623, 0.6229827919530978]",4.083986515949111,2.020887556483317,0.004049874862691991,4.041775112966634,1.0,0.003995999999999845,0.0020000000000001193
GradientDescent,8,11,"[0.40241269957478354, -0.11201474802321386, 0.5247245151374832, 1.2338818057320156, -0.18969922855174348, -0.1896859277009849, 1.2793983993386497, 0.6217368263691916]",4.067666905831379,2.01684578137035,0.004041775112966639,4.0336915627407,0.9999999999999998,0.003995999999999971,0.0020000000000000135
GradientDescent,8,12,"[0.401607874175634, -0.11179071852716743, 0.5236750661072083, 1.2314140421205515, -0.18931983009463998, -0.18930655584558295, 1.2768396025399724, 0.6204933527164532]",4.051412508875677,2.0128120898076096,0.004033691562740711,4.025624179615219,1.0,0.003995999999999973,0.0019999999999999415
GradientDescent,8,13,"[0.4008046584272827, -0.1115671370901131, 0.5226277159749938, 1.2289512140363104, -0.1889411904344507, -0.1889279427338918, 1.2742859233348924, 0.6192523660110203]",4.035223064490209,2.008786465627994,0.0040256241796152925,4.017572931255988,1.0,0.003996000000000138,0.0020000000000001367
GradientDescent,8,14,"[0.4000030491104281, -0.11134400281593287, 0.5215824605430438, 1.2264933116082377, -0.18856330805358182, -0.188550086848424, 1.2717373514882226, 0.6180138612789983]",4.0190983131245055,2.004768892696738,0.004017572931256007,4.009537785393476,1.0,0.003996000000000145,0.0019999999999999714
GradientDescent,8,15,"[0.39920304301220727, -0.111121314810301, 0.5205392956219577, 1.2240403249850211, -0.18818618143747465, -0.18817298667472715, 1.2691938767852462, 0.6167778335564402]",4.0030379962652605,2.0007593549113447,0.004009537785393565,4.001518709822689,1.0,0.003995999999999876,0.0020000000000000018
GradientDescent,8,16,"[0.39840463692618283, -0.1108990721806804, 0.5194982170307137, 1.221592244335051, -0.1878098090745997, -0.1877966407013777, 1.2666554890316757, 0.6155442778893273]",3.9870418564321835,1.996757836201522,0.004001518709822719,3.993515672403044,1.0,0.003996000000000259,0.002000000000000052
GradientDescent,8,17,"[0.3976078276523305, -0.11067727403631904, 0.5184592205966523, 1.219149059846381, -0.18743418945645052, -0.18742104741997495, 1.2641221780536123, 0.6143131893335486]",3.971109637173881,1.992764320529119,0.0039935156724030954,3.985528641058238,0.9999999999999998,0.003995999999999863,0.001999999999999935
GradientDescent,8,18,"[0.39681261199702583, -0.1104559194882464, 0.5174223021554589, 1.2167107617266881, -0.18705932107753762, -0.187046205325135, 1.261593933697505, 0.6130845629548816]",3.955241083063734,1.9887787918880606,0.003985528641058298,3.9775575837761212,0.9999999999999999,0.003996000000000011,0.002000000000000076
GradientDescent,8,19,"[0.39601898677303177, -0.11023500764926991, 0.516387457551148, 1.2142773402032347, -0.18668520243538253, -0.18667211291448474, 1.25907074583011, 0.6118583938289718]",3.9394359396958105,1.9848012343042845,0.003977557583776143,3.969602468608569,1.0,0.003996000000000233,0.002000000000000019
GradientDescent,8,20,"[0.3952269487994857, -0.11001453763397137, 0.5153546826360457, 1.2118487855228284, -0.18631183203051177, -0.18629876868865577, 1.2565526043384498, 0.6106346770413138]",3.9236939536807864,1.9808316318356758,0.0039696024686085045,3.9616632636713516,1.0,0.003995999999999903,0.00200000000000005
GradientDescent,8,21,"[0.39443649490188676, -0.10979450855870343, 0.5143239732707736, 1.2094250879517827, -0.18593920836645075, -0.18592617115127846, 1.254039499129773, 0.6094134076872312]",3.9080148726418784,1.9768699685720046,0.003961663263671319,3.953739937144009,1.0000000000000002,0.003995999999999899,0.0019999999999999237
GradientDescent,8,22,"[0.39364762191208297, -0.10957491954158602, 0.513295325324232, 1.2070062377758792, -0.18556732994971786, -0.1855543188089759, 1.2515314201315135, 0.6081945808718567]",3.8923984452108016,1.9729162286348607,0.003953739937143896,3.9458324572697214,1.0000000000000002,0.00399599999999997,0.0019999999999999315
GradientDescent,8,23,"[0.3928603266682588, -0.10935576970250285, 0.5122687346735836, 1.2045922253003274, -0.18519619528981843, -0.18518321017135797, 1.2490283572912504, 0.606978191710113]",3.876844421023739,1.9689703961775908,0.00394583245726984,3.9379407923551817,1.0000000000000002,0.003996000000000015,0.002000000000000076
