iteration,timestamp,function_value,gradient_norm,gradient_cosine_similarity,gradient_angle,step_size,improvement,best_so_far,relative_improvement,distance_to_minimum,x1,x2,x3,x4,x5,x6,x7,x8
0,0.000152587890625,70.98468062916169,226.43447473251052,0.0,0.0,0.0,0.0,70.98468062916169,0.0,2.960302860230585,0.06674113627253596,0.030599646351865118,0.27309301652406676,-0.2010264068745759,-0.3681735737187071,-0.16906562789596724,0.38380055421121945,-0.16769454573267173
1,0.004405498504638672,13.6204356971489,58.422333016918415,0.9588690264680457,16.490053254009535,0.4402819119733197,80.81214766844582,13.6204356971489,80.81214766844582,2.8702649761375407,0.06359057706071262,0.01588399741243554,0.07999238728175814,-0.0585192930828744,-0.14536920003829973,-0.10050437325739334,0.11855577783395149,-0.06125992164516486
2,0.00623631477355957,7.461754260420823,16.612723532179,0.6467528516384942,49.702774164980944,0.20689908158116155,45.21647892671483,7.461754260420823,89.48821887443216,2.8546974590573466,0.059920117600954455,-0.0071701731012003,-0.008902668981663017,-0.01942702045512605,-0.028760983215087993,-0.03711028259200949,-0.0005276927758822991,-0.029095248995371102
3,0.008007049560546875,7.292221814725417,14.232667858848497,0.9997348434499829,1.3194666170739704,0.010996600247710231,2.2720186135672082,7.292221814725417,89.72704849822252,2.8447457481416283,0.06099394680086046,-0.004395234510517513,-0.006335615733203985,-0.015345151604232502,-0.023252564487874064,-0.030696104461208004,0.0010531287114704396,-0.025243359402438697
4,0.00980520248413086,7.166636904759878,12.229959874867754,0.9996776345544962,1.454867825154011,0.009494978278803289,1.7221762194882997,7.166636904759878,89.9039668260257,2.836115476801075,0.062114727057713585,-0.0019648541154484453,-0.004118991838068808,-0.011841461128030674,-0.018559570852861224,-0.025154032530683892,0.002364086649659404,-0.021875112742309445
5,0.011568307876586914,7.0731546337290485,10.540241809117814,0.9995952189206859,1.6302806837710644,0.008213980766207128,1.3044091988076212,7.0731546337290485,90.03566041146168,2.8286132963963833,0.06327737559102861,0.00016540728987058956,-0.0022032767739098803,-0.008829921461075738,-0.01455238850180954,-0.02036358977200643,0.003457703812673978,-0.01893597533995221
6,0.013329505920410156,7.003182378705591,9.1115492960709,0.9994826347012119,1.843125908930752,0.0071240274628000455,0.9892651673383139,7.003182378705591,90.13423415216639,2.8220726546870902,0.06447794684731523,0.0020357576504997,-0.0005454214362011997,-0.006237018135495995,-0.011122292417117048,-0.01621970920728012,0.004375744445943035,-0.01637463787449431
7,0.015115737915039062,6.950464616885666,7.901541339057769,0.9993336208391973,2.091811055009105,0.006200057917576502,0.7527686552933772,6.950464616885666,90.20850054507352,2.8163497619253253,0.06571388549137147,0.003682345423918676,0.0008919613339949651,-0.0039998091488074,-0.008177804018062795,-0.012630656298422306,0.0051514850514388375,-0.014143570176301176
8,0.016876935958862305,6.910433227257304,6.875460693882438,0.9991403650045853,2.3758870476195657,0.005420849479641047,0.5759527144575189,6.910433227257304,90.26489495197028,2.8113201234470218,0.06698435021147733,0.005137541067962562,0.002141332063802549,-0.0020643053452331557,-0.005641717790278958,-0.009516301627676901,0.005811538799530212,-0.0121992907213415
9,0.018701553344726562,6.879742408624263,6.0046118040175225,0.9988931922732295,2.6959621228722765,0.0047685551904046095,0.44412293156940297,6.879742408624263,90.30813078590093,2.806875501925307,0.06829064865016107,0.006430300663933456,0.00323088793563288,-0.00038410480264436365,-0.0034486578467059674,-0.006806638691340945,0.00637730746720366,-0.010502414052600204
