function,dimension,experiment,method,optimizer_type,start_distance,final_value,iterations,runtime,success,distance_to_minimum,f_error,initial_gradient_norm,final_gradient_norm,computation_error,mean_best_so_far,std_best_so_far,mean_distance_to_minimum,std_distance_to_minimum,mean_improvement,std_improvement,mean_relative_improvement,std_relative_improvement,mean_step_size,std_step_size,mean_gradient_norm,std_gradient_norm,mean_cosine_similarity,std_cosine_similarity,mean_gradient_angle,std_gradient_angle
rosenbrock,2,0,gradient_descent,function,4.013352373107381,,1000,0.14099907875061035,False,,,1063.942809863048,,False,,,,,,,,,,,,,,,,
rosenbrock,2,1,sgd,function,4.013352373107381,,1000,0.15903735160827637,False,,,1063.942809863048,,False,,,,,,,,,,,,,,,,
rosenbrock,2,2,sgd_momentum,function,4.013352373107381,,1000,0.15258288383483887,False,,,1063.942809863048,,False,,,,,,,,,,,,,,,,
rosenbrock,2,3,momentum,function,4.013352373107381,,1000,0.14280986785888672,False,,,1063.942809863048,,False,,,,,,,,,,,,,,,,
rosenbrock,2,4,rmsprop,function,4.013352373107381,3.1864519499295514,1000,0.14824151992797852,False,1.826355597961067,3.1864519499295514,1063.942809863048,4.748591016294069,False,7.127478553315525,7.916379075383655,2.9063294907139423,0.6306333433743586,0.3681376800235246,1.8373229308208452,95.37907263866256,5.132391826720117,0.012827660609827709,0.0040882695767878495,20.976571880674705,73.16629283332243,-0.724055747013205,0.6009518601784924,143.93320453634433,50.16586595673556
rosenbrock,2,5,adam,function,4.013352373107381,8.431698844691704,1000,0.16561245918273926,False,3.9158341034396726,8.431698844691704,1063.942809863048,1.7705672270414559,False,22.198541479088956,29.943683118718404,3.9247939489605024,0.007423355045122303,0.289228023621257,0.3769188770572637,85.60811555795006,19.413258642235935,0.00034338365894314143,0.00043463267309393395,171.64569505677227,266.5997786020855,0.9999987900955334,2.0714429113854225e-06,0.05651473444727243,0.06891919340054958
rosenbrock,2,6,trust-exact,function,4.013352373107381,0.12830256309885213,400,0.1692817211151123,False,0.6893342341155262,0.12830256309885213,1063.942809863048,0.4537947427625196,False,1.7730766124725765,8.078613942320741,1.2025823066941534,0.5810136668768797,1.4166614503268748,5.68076090673718,98.85046890411046,5.237572856727396,0.012667186418660756,0.056110710658443426,6.391396476927654,58.35222899796502,0.9910710932147174,0.090495547267925,1.7509297602329272,8.653052612346624
rosenbrock,2,7,trust-krylov,function,4.013352373107381,0.29572382035040573,400,0.20065665245056152,False,0.9619738625940816,0.29572382035040573,1063.942809863048,0.8019067901371657,False,5.443029239099516,8.465644353388898,2.4658683395841297,0.9207580650044924,1.329207678462311,5.252732763938342,96.47114438137247,5.48849461016327,0.012647278820805097,0.020931524039852233,8.626528671298182,63.524584942947705,0.9595654035855377,0.08956010868592305,12.199605358831805,11.555648395104019
rosenbrock,2,8,gradient_descent,function,2.9035253371595426,,1000,0.13871169090270996,False,,,4585.735725506128,,False,,,,,,,,,,,,,,,,
rosenbrock,2,9,sgd,function,2.9035253371595426,,1000,0.15721917152404785,False,,,4585.735725506128,,False,,,,,,,,,,,,,,,,
rosenbrock,2,10,sgd_momentum,function,2.9035253371595426,,1000,0.14728355407714844,False,,,4585.735725506128,,False,,,,,,,,,,,,,,,,
rosenbrock,2,11,momentum,function,2.9035253371595426,,1000,0.1423966884613037,False,,,4585.735725506128,,False,,,,,,,,,,,,,,,,
rosenbrock,2,12,rmsprop,function,2.9035253371595426,0.03497590202287496,1000,0.14411139488220215,False,0.2723293611124225,0.03497590202287496,4585.735725506128,5.514543303913969,False,156.805813681011,486.6002688929976,0.921649072463732,0.7622329130568759,1.0958815022957664,3.1452969076231887,95.37090760422547,14.365013334879926,0.012859056739774158,0.003487321542367763,266.4298473772542,735.5925753904373,-0.3212783243000892,0.935256656279589,115.54295545755753,81.34450814911713
rosenbrock,2,13,adam,function,2.9035253371595426,731.5980387033163,1000,0.15560054779052734,False,2.358208955084518,731.5980387033163,4585.735725506128,1369.7412918567304,False,1700.1429286199132,745.7569519980227,2.7961389280495714,0.2759025836592416,0.15298802845207585,0.008368244350383131,49.80977734273027,22.015624003665998,0.0011196639710281653,0.00016003377271085113,2612.7710753437136,910.5432400719471,0.9999999887879263,1.56228406742491e-09,0.008558753990460374,0.0006015509408890395
rosenbrock,2,14,trust-exact,function,2.9035253371595426,0.02120672559637386,400,0.14950823783874512,False,0.30705836709593565,0.02120672559637386,4585.735725506128,0.1687236845220709,False,11.082592444120719,176.67252467043056,0.36465489944190244,0.10246209859356918,0.7445734429775688,6.753372342287507,99.67282881160953,5.215581114600078,0.007957788732990639,0.11296817607003841,16.459049044366004,247.79462175828652,0.9873519865611377,0.14866145477608814,1.0941407592960355,12.443551033795897
rosenbrock,2,15,trust-krylov,function,2.9035253371595426,0.054478481609920984,400,0.19962763786315918,False,0.4742474292487397,0.054478481609920984,4585.735725506128,0.2786171510356774,False,13.781637305183422,188.37905312930175,0.5873325004737258,0.16286336667733695,1.3025645873324676,9.004935928047049,99.59314982682639,5.561171629376005,0.009568648110084274,0.10561411708943835,20.912361271500814,261.7982736807821,0.9582711265455893,0.14203151182813928,11.679014449491515,14.777300082939087
