method,dimension,iteration,x,f_val,dist_to_min,step_size,grad_norm,grad_cosine_sim,rel_improvement_f,rel_improvement_dist
GradientDescent,128,0,"[420.83974600494696, 420.8721542661219, 420.8512905853672, 420.79746149405725, 420.9783167359268, 420.80400998080006, 421.02230314530414, 420.9587430663089, 420.9213417318573, 420.78882557195084, 420.85438690270416, 421.1184146375309, 421.067979198135, 420.77495360192466, 420.9883871496438, 421.1176210451154, 420.6378324998089, 421.0763911823565, 420.83737139503575, 421.08178970758917, 420.817425979258, 420.6109816942418, 420.6461294990156, 420.97823018795293, 421.0201756577446, 420.78946911789296, 421.0952657254508, 420.6393953094392, 420.95560332537053, 420.7286828470429, 420.83950945174803, 420.97809417172584, 420.79817051712257, 420.8924830782957, 421.16814203484336, 420.8543630125062, 421.1343298582347, 420.7447979390827, 421.0737044503393, 421.25441145141616, 420.4788328321132, 420.8107594782625, 421.0830727136301, 420.9284574537082, 421.0422591942336, 420.8489932570413, 420.9858616484309, 420.9378455763958, 421.20014837019437, 421.0191248964416, 421.03561110308675, 420.887068113658, 420.8720589660576, 420.8829692023863, 421.0468783763174, 420.88526305130733, 421.0261318792469, 421.38003371381285, 421.1413524147483, 420.9040838206266, 421.20677439218963, 420.8878215697662, 420.5647542489841, 420.76890250238694, 420.59791870843026, 420.8990318438827, 420.9723504275798, 421.3009612124283, 421.0334953161073, 420.9252754073757, 421.13308390029914, 420.53046440763126, 421.0153975878965, 421.12148149804005, 420.6756518465705, 421.1953861411, 421.0357882388105, 420.88639208143417, 421.0941140960092, 421.418739590781, 421.0047449519723, 421.0178960375434, 420.8776570434243, 420.80026523747944, 421.13326826814074, 420.7990286094541, 420.9828840584037, 420.8740307623104, 421.06363132637046, 421.0348301050939, 421.17433505554175, 420.8676173852187, 420.91521218238347, 420.77471408922037, 420.88064337170516, 421.04347900804936, 421.11873123213695, 420.7859315979685, 421.1410513997413, 421.23738041845775, 421.05064066142495, 421.3406712318468, 420.8153389792356, 420.7220158694639, 420.61616683807125, 421.2652082518399, 421.0983918917037, 420.9576834054552, 421.02418833501963, 420.7456338867061, 421.4534354041193, 420.99431097052667, 420.9903814830013, 421.1125431945119, 421.06403354415096, 421.0130726567082, 420.8120320476485, 421.06214259210685, 421.3417075299803, 421.2353553007903, 421.284461356727, 420.8673796946002, 420.7725654383338, 420.9437696824308, 420.97974438966133, 421.18556310480795, 420.63326225607517, 421.27184896948]",0.5926920971396612,2.1642849164659017,,0.5461888731995624,,,
GradientDescent,128,1,"[420.83977855790914, 420.87217864140297, 420.85132022528535, 420.7975047163146, 420.9783143206658, 420.80405155076966, 421.02228962892167, 420.9587455907961, 420.921353694894, 420.7888709731684, 420.8544157613215, 421.11837686300964, 421.06795415362564, 420.77500250317854, 420.98838219289945, 421.11758347090387, 420.6379159946971, 421.07636401469273, 420.8374045471781, 421.08176117734695, 420.81746416411465, 420.6110719624528, 420.64621090087184, 420.97822779453406, 421.020162678302, 420.789514356736, 421.09523379385, 420.639478410089, 420.9556066422143, 420.7287434224206, 420.8395420643992, 420.97809181263335, 420.79821356048274, 420.8925023237776, 421.1680917083526, 420.85439187715184, 421.13428806653525, 420.74485444869725, 421.0736779607991, 421.25433934766136, 420.47895643220426, 420.81079934521193, 421.0830438595582, 420.928467621063, 421.04224064123855, 420.8490234766476, 420.9858573290533, 420.93785337459593, 421.2000899644637, 421.0191121821919, 421.03559422798435, 420.8870887255715, 420.87208336538646, 420.8829908486278, 421.04685865749286, 420.88528411871476, 421.02611739655714, 421.3799298955578, 421.14130885045626, 420.9041001387058, 421.206714313844, 420.8878419915504, 420.56485617783886, 420.7689529303742, 420.5980122717902, 420.8990494368138, 420.97234951802994, 421.3008773571965, 421.0334789749997, 420.92528637773495, 421.13304242309573, 420.53057498544206, 421.0153858143487, 421.1214429494144, 420.6757258008196, 421.19532893749783, 421.03577131900147, 420.8864128639394, 421.0940824550826, 421.4186260001285, 421.00473586692584, 421.0178836334348, 420.87768003013974, 420.8003077523092, 421.1332267444005, 420.7990714363045, 420.9828804904853, 420.8740546640792, 421.0636073792405, 421.0348134271045, 421.1742831657906, 420.867642905325, 420.91522569222525, 420.7747630509051, 420.88066560484947, 421.0434601471876, 421.11869337770435, 420.7859777293696, 421.14100791142994, 421.23731261405015, 421.05061999303774, 421.3405773514163, 420.815377690686, 420.7220781268644, 420.61625579830906, 421.2651334224825, 421.0983591710488, 420.9576861973627, 421.02417434284786, 420.7456901854127, 421.45331305323975, 420.9943045187662, 420.9903760229409, 421.1125069019908, 421.0640094955036, 421.0130614699269, 420.812071593504, 421.06211902072425, 421.3416133879208, 421.23528800760255, 421.2843816669406, 420.8674052746846, 420.77261494213894, 420.9437759856303, 420.9797416141033, 421.1855083808143, 420.6333469038601, 421.2717724636897]",0.5923938124979031,2.1637387276038407,0.0005461888731779694,0.5460510393140153,0.9999999999999953,0.0005032708267878013,0.0002523645837503308
GradientDescent,128,2,"[420.8398111026573, 420.8722030105332, 420.85134985772436, 420.79754792766636, 420.97831190601437, 420.80409311025045, 421.0222761159505, 420.95874811464626, 420.92136565491177, 420.7889163629307, 420.85444461265683, 421.118339098023, 421.0679291154374, 420.7750513920942, 420.98837723740604, 421.11754590617636, 420.6379994685227, 421.076336853886, 420.83743769095526, 421.0817326543057, 420.81750233933644, 420.61116220789336, 420.6462922821932, 420.9782254017192, 421.02014970213514, 420.7895595841647, 421.09520187030887, 420.63956148977564, 420.9556099582211, 420.7288039825156, 420.83957466882134, 420.97808945413624, 420.7982565929824, 420.892521564403, 421.1680413945654, 420.85442073451395, 421.13424628538456, 420.7449109440546, 421.0736514779448, 421.2542672621087, 420.4790800011226, 420.81083920210216, 421.083015012769, 420.92847778585207, 421.042222092926, 420.8490536886285, 420.9858530107658, 420.9378611708281, 421.2000315734764, 421.0190994711511, 421.035577357141, 420.8871093322837, 420.87210775855846, 420.88301248940707, 421.0468389436452, 420.885305180806, 421.02610291752256, 421.3798261035141, 421.1412652971605, 420.90411645266715, 421.20665425066403, 420.88786240818126, 420.5649580809834, 420.7690033456382, 420.5981058115489, 420.8990670253054, 420.97234860870964, 421.3007935231344, 421.0334626380163, 420.92529734532576, 421.1330009563617, 420.5306855353624, 421.01537404377234, 421.12140441051883, 420.6757997364119, 421.19527174833553, 421.03575440346276, 420.88643364120037, 421.0940508221423, 421.41851243815563, 421.00472678417225, 421.01787123245674, 420.87770301105473, 420.80035025641183, 421.13318523114134, 420.79911425234894, 420.98287692346724, 420.87407855981667, 421.0635834381547, 421.0347967533244, 421.17423128913765, 420.8676684189917, 420.9152391986578, 420.77481200023647, 420.88068783238344, 421.0434412910861, 421.11865553282655, 420.78602384913125, 421.1409644340957, 421.2372448267591, 421.050599329867, 421.3404834946873, 420.81541639236866, 420.7221403685579, 420.6163447361062, 421.2650586120155, 421.0983264586527, 420.9576889885656, 421.0241603542075, 420.74574646991516, 421.4531907332526, 420.99429806863407, 420.9903705642585, 421.1124706186302, 421.06398545292603, 421.013050285969, 420.8121111293814, 421.0620954552909, 421.34151926962886, 421.23522073140225, 421.28430199727205, 420.8674308483142, 420.7726644334539, 420.94378228723906, 420.9797388392458, 421.1854536706345, 420.6334315302917, 421.2716959772131]",0.5920956783811562,2.1631926765756533,0.0005460510393044803,0.5459132402088999,0.9999999999999956,0.0005032701396556302,0.0002523645859923645
GradientDescent,128,3,"[420.8398436391935, 420.8722273735142, 420.8513794826862, 420.79759112811524, 420.9783094919723, 420.80413465924505, 421.02226260638975, 420.95875063785945, 420.9213776119114, 420.7889617412406, 420.85447345671207, 421.11830134256854, 421.06790408356864, 420.77510026867486, 420.98837228316324, 421.11750835093056, 420.638082921291, 421.07630969993465, 420.8374708263693, 421.0817041384637, 420.81754050492583, 420.6112524305692, 420.6463736429849, 420.9782230095082, 421.0201367292433, 420.78960480018196, 421.0951699548253, 420.63964454850435, 420.955613273391, 420.7288645273317, 420.83960726501647, 420.97808709623433, 420.79829961462434, 420.89254080017315, 421.1679910934785, 420.8544495845944, 421.13420451478, 420.7449674251583, 421.07362500177464, 421.25419519475366, 420.4792035388761, 420.8108790489357, 421.08298617326074, 420.92848794807594, 421.04220354929487, 420.849083892986, 420.98584869356813, 420.9378689650929, 421.19997319722876, 421.0190867633183, 421.03556049055555, 420.887129933796, 420.87213214557516, 420.88303412472544, 421.04681923477307, 420.8853262375823, 421.0260884421422, 421.3797223376753, 421.14122175485824, 420.9041327625117, 421.206594202646, 420.8878828196602, 420.5650599584242, 420.76905374818216, 420.59819932771234, 420.89908460935857, 420.9723476996188, 421.3007097102367, 421.0334463051562, 420.92530831014886, 421.1329595000944, 420.5307960573993, 421.0153622761666, 421.12136588135087, 420.6758736533521, 421.1952145736094, 421.0357374921933, 420.8864544132183, 421.09401919718624, 421.4183989048552, 421.0047177037109, 421.0178588346085, 420.87772598617073, 420.80039274979, 421.1331437283607, 420.79915705759026, 420.98287335734943, 420.87410244952434, 421.06355950311143, 421.0347800837525, 421.1741794255796, 420.8676939262203, 420.915252701682, 420.7748609372175, 420.8807100543085, 421.04342243974367, 421.1186176975011, 420.78606995725636, 421.1409209677358, 421.23717705658026, 421.05057867191147, 421.34038966165383, 420.8154550842861, 420.72220259454843, 420.61643365146836, 421.2649838204341, 421.09829375451335, 420.95769177906413, 421.0241463690976, 420.7458027402172, 421.45306844415006, 420.99429162012973, 420.99036510695373, 421.11243434442775, 421.06396141641665, 421.01303910483364, 420.81215065528306, 421.0620718958053, 421.34142517509855, 421.2351534721851, 421.2842223477162, 420.86745641549066, 420.77271391228186, 420.9437885872576, 420.9797360650885, 421.18539897426496, 420.63351613537543, 421.2716195100454]",0.5917976947239367,2.1626467633465887,0.000545913240182317,0.5457754758755786,0.9999999999999953,0.0005032694344842405,0.0002523645882200348
GradientDescent,128,4,"[420.8398761675198, 420.87225173034744, 420.8514091001727, 420.797634317664, 420.9783070785395, 420.80417619775614, 421.0222491002386, 420.9587531604359, 420.92138956589366, 420.789007108101, 420.854502293489, 421.11826359664394, 421.0678790580178, 420.77514913292356, 420.9883673301708, 421.11747080516403, 420.6381663530073, 421.07628255283686, 420.8375039534224, 421.081675629819, 420.8175786608852, 420.61134263048615, 420.6464549832521, 420.97822061790094, 421.02012375962556, 420.78965000479064, 421.09513804739726, 420.6397275862804, 420.9556165877243, 420.7289250568728, 420.83963985298664, 420.97808473892746, 420.79834262541124, 420.89256003108926, 421.16794080508873, 420.85447842739507, 421.13416275471883, 420.7450238920119, 421.073598532287, 421.25412314559156, 420.47932704547264, 420.8109188857151, 421.08295734103154, 420.9284981077353, 421.04218501034387, 420.84911408972204, 420.98584437745996, 420.9378767573907, 421.1999148357171, 421.0190740586927, 421.03554362822706, 420.88715053010964, 420.87215652643806, 420.88305575458435, 421.04679953087526, 420.88534728904517, 421.02607397041527, 421.3796185980346, 421.1411782235467, 420.90414906824054, 421.206534169786, 420.88790322598845, 420.5651618101677, 420.76910413800925, 420.5982928202865, 420.8991021889745, 420.9723467907574, 421.30062591849793, 421.03342997641823, 420.92531927220494, 421.13291805429117, 420.5309065515598, 421.01535051153087, 421.121327361908, 420.67594755164487, 421.1951574133158, 421.035720585192, 420.8864751799946, 421.09398758021234, 421.41828540022, 421.0047086255413, 421.01784643988924, 420.87774895548915, 420.8004352324464, 421.1331022360559, 420.79919985203117, 420.9828697921316, 420.8741263332037, 421.06353557410927, 421.0347634183878, 421.1741275751132, 420.8677194270125, 420.91526620129866, 420.77490986185137, 420.8807322706261, 421.0434035931591, 421.1185798717257, 420.7861160537479, 421.1408775123474, 421.2371093035093, 421.0505580191698, 421.3402958523099, 420.8154937664408, 420.72226480483994, 420.61652254440116, 421.2649090477336, 421.0982610586286, 420.9576945688584, 421.0241323875173, 420.7458589963223, 421.4529461859243, 420.9942851732528, 420.99035965102627, 421.1123980793812, 421.06393738597393, 421.0130279265202, 420.81219017121157, 421.06204834226594, 421.3413311043238, 421.23508622994683, 421.284142718268, 420.8674819762156, 420.77276337862594, 420.94379488568626, 420.97973329163136, 421.1853442917022, 420.63360071911654, 421.2715430621817]",0.5914998614316573,2.162100987881826,0.0005457754758814925,0.5456377463051815,0.9999999999999953,0.0005032687604812764,0.0002523645904698301
GradientDescent,128,5,"[420.83990868763823, 420.87227608103456, 420.8514387101858, 420.7976774963154, 420.97830466571577, 420.8042177257864, 421.02223559749615, 420.95875568237574, 420.9214015168593, 420.7890524635148, 420.8545311229895, 421.1182258602467, 421.0678540387833, 420.77519798484343, 420.9883623784283, 421.1174332688744, 420.6382497636769, 421.0762554125909, 420.8375370721167, 421.0816471283699, 420.817616807217, 420.61143280764986, 420.646536303, 420.97821822689724, 421.0201107932811, 420.78969519799364, 421.09510614802275, 420.6398106031091, 420.9556199012212, 420.72898557114274, 420.83967243273395, 420.9780823822155, 420.7983856253459, 420.8925792571526, 421.1678905293929, 420.8545072629177, 421.1341210051985, 420.745080344619, 421.0735720694802, 421.2540511146179, 420.47945052092007, 420.810958712443, 421.08292851607956, 420.9285082648309, 421.0421664760719, 420.8491442788385, 420.98584006244107, 420.9378845477221, 421.1998564889376, 421.01906135727353, 421.0355267701544, 420.88717112122595, 420.87218090114874, 420.88307737898515, 421.0467798319505, 420.88536833519584, 421.02605950234073, 421.37951488458543, 421.14113470322314, 420.90416536985464, 421.20647415208015, 420.88792362716725, 420.56526363622044, 420.7691545151227, 420.5983862892772, 420.89911976415425, 420.97234588212535, 421.3005421479129, 421.0334136518014, 420.92533023149474, 421.1328766189494, 420.5310170178509, 421.01533874986427, 421.1212888521879, 420.67602143129494, 421.1951002674512, 421.0357036824578, 420.88649594153054, 421.09395597121863, 421.4181719242427, 421.0046995496628, 421.01783404829814, 420.87777191901154, 420.80047770438375, 421.1330607542243, 420.7992426356744, 420.9828662278136, 420.8741502108563, 421.06351165114665, 421.0347467572292, 421.174075737735, 420.86774492136993, 420.9152796975087, 420.77495877414117, 420.8807544813376, 421.0433847513312, 421.1185420554978, 420.78616213860874, 421.1408340679278, 421.23704156754195, 421.0505373716407, 421.34020206664957, 420.8155324388352, 420.72232699943635, 420.6166114149103, 421.2648342939093, 421.0982283709964, 420.95769735794863, 421.0241184094657, 420.7459152382341, 421.4528239585676, 420.99427872800294, 420.9903541964757, 421.1123618234882, 421.06391336159635, 421.0130167510279, 420.81222967716946, 421.0620247946714, 421.3412370572986, 421.2350190046831, 421.2840631089224, 420.86750753049057, 420.77281283248936, 420.9438011825254, 420.97973051887413, 421.18528962294283, 420.6336852815205, 421.27146663361714]",0.5912021784461103,2.1615553501466245,0.0005456377463196975,0.5455000514889619,0.9999999999999953,0.0005032680562705311,0.0002523645927084489
GradientDescent,128,6,"[420.83994119955094, 420.87230042557707, 420.8514683127273, 420.79772066407213, 420.97830225350094, 420.8042592433384, 421.02222209816154, 420.9587582036791, 420.92141346480906, 420.78909780748484, 420.8545599452153, 421.1181881333745, 421.06782902586355, 420.7752468244376, 420.9883574279355, 421.1173957420592, 420.63833315330515, 421.0762282791951, 420.83757018245416, 421.08161863411453, 420.8176549439237, 420.6115229620661, 420.64661760223373, 420.978215836497, 421.0200978302091, 420.78974037979384, 421.0950742566998, 420.63989359899574, 420.9556232138819, 420.7290460701454, 420.83970500426045, 420.9780800260983, 420.798428614431, 420.89259847836433, 421.1678402663877, 420.8545360911642, 421.1340792662163, 420.74513678298325, 421.0735456133525, 421.25397910182795, 420.47957396522617, 420.8109985291218, 421.082899698403, 420.9285184193633, 421.04214794647777, 420.8491744603373, 420.9858357485112, 420.9378923360875, 421.19979815688663, 421.01904865905993, 421.0355099163364, 420.8871917071462, 420.8722052697088, 420.8830989979292, 421.0467601379975, 420.8853893760357, 421.0260450379177, 421.37941119732125, 421.14109119388473, 420.90418166735503, 421.20641414952473, 420.887944023198, 420.5653654365889, 420.76920487952566, 420.5984797346905, 420.89913733489897, 420.9723449737226, 421.30045839847617, 421.0333973313047, 420.9253411880189, 421.13283519406644, 420.5311274562797, 421.0153269911661, 421.121250352188, 420.676095292307, 421.19504313601186, 421.0356867839896, 420.88651669782746, 421.0939243702031, 421.41805847691614, 421.0046904760748, 421.01782165983445, 420.8777948767393, 420.8005201656048, 421.13301928286324, 420.7992854085226, 420.98286266439504, 420.87417408248365, 421.063487734222, 421.0347301002756, 421.17402391344183, 420.86777040929417, 420.915293190313, 420.77500767409003, 420.8807766864444, 421.04336591425874, 421.1185042488151, 420.7862082118419, 421.1407906344743, 421.2369738486738, 421.05051672932285, 421.3401083046668, 420.81557110147173, 420.72238917834164, 420.6167002630014, 421.2647595589563, 421.0981956916147, 420.957700146335, 421.02410443494193, 420.74597146595613, 421.4527017620721, 420.9942722843797, 420.99034874330175, 421.11232557674646, 421.0638893432824, 421.0130055783561, 420.8122691731592, 421.0620012530201, 421.341143034017, 421.23495179638974, 421.2839835196742, 420.8675330783173, 420.7728622738752, 420.9438074777755, 420.9797277468167, 421.18523496798326, 420.6337698225927, 421.2713902243468]",0.5909046456945362,2.161009850106253,0.0005455000514907851,0.5453623914181766,0.9999999999999956,0.0005032673464705474,0.00025236459493603467
GradientDescent,128,7,"[420.83997370326, 420.8723247639765, 420.85149790779917, 420.797763820937, 420.9782998418949, 420.80430075041477, 421.02220860223395, 420.95876072434623, 420.92142540974373, 420.78914314001406, 420.8545887601684, 421.11815041602483, 421.0678040192569, 420.77529565170914, 420.9883524786921, 421.11735822471616, 420.63841652189734, 421.07620115264774, 420.83760328443697, 421.0815901470511, 420.8176930710077, 420.6116130937406, 420.64669888095847, 420.97821344669995, 421.02008487040877, 420.7897855501941, 421.0950423734262, 420.6399765739456, 420.9556265257066, 420.72910655388455, 420.83973756756825, 420.9780776705758, 420.7984715926693, 420.8926176947257, 421.16779001607, 420.8545649121364, 421.1340375377696, 420.7451932071082, 421.07351916390223, 421.25390710721723, 420.47969737839884, 420.81103833575406, 421.082870888, 420.9285285713331, 421.0421294215603, 420.8492046342203, 420.98583143567, 420.93790012248746, 421.19973983956044, 421.01903596405117, 421.0354930667721, 420.88721228787176, 420.8722296321197, 420.8831206114179, 421.0467404490151, 420.885410411566, 421.0260305771452, 421.3793075362354, 421.14104769552875, 420.9041979607428, 421.2063541621159, 420.8879644140819, 420.56546721127944, 420.7692552312214, 420.5985731565323, 420.8991549012098, 420.9723440655491, 421.30037467018246, 421.03338101492704, 420.9253521417781, 421.13279377963966, 420.53123786685313, 421.01531523543554, 421.12121186190586, 420.6761691346858, 421.19498601899414, 421.0356698897864, 420.8865374488867, 421.0938927771638, 421.41794505823304, 421.0046814047768, 421.0178092744974, 420.87781782867387, 420.8005626161122, 421.1329778219701, 420.79932817057863, 420.9828591018758, 420.8741979480872, 421.06346382333385, 421.03471344752603, 421.1739721022303, 420.86779589078685, 420.91530667971233, 420.7750565617011, 420.88079888594797, 421.04334708194057, 421.11846645167515, 420.7862542734502, 421.140747211984, 421.2369061469006, 421.0504960922149, 421.3400145663556, 420.8156097543529, 420.7224513415598, 420.61678908868015, 421.26468484286994, 421.09816302048137, 420.9577029340177, 421.02409046394513, 420.74602767949204, 421.45257959643, 420.9942658423827, 420.990343291504, 421.1122893391537, 421.06386533103057, 421.0129944085041, 420.8123086591834, 421.0619777173106, 421.34104903447303, 421.23488460506235, 421.2839039505185, 420.8675586196974, 420.77291170278664, 420.94381377143696, 420.97972497545885, 421.1851803268201, 420.63385434233845, 421.2713138343659]",0.5906072630823473,2.1604644877259602,0.0005453623914119022,0.5452247660840546,0.9999999999999957,0.0005032666680751434,0.00025236459716547125
GradientDescent,128,8,"[420.84000619876747, 420.8723490962344, 420.8515274954033, 420.7978069669128, 420.9782974308975, 420.8043422470182, 421.02219510971247, 420.9587632443772, 420.92143735166405, 420.7891884611053, 420.8546175678505, 421.1181127081954, 421.06777901896186, 420.7753444666612, 420.9883475306977, 421.11732071684276, 420.63849986945877, 421.076174032947, 420.83763637806726, 421.0815616671777, 420.8177311884714, 420.61170320267905, 420.64678013917944, 420.97821105750603, 421.02007191387924, 420.7898307091973, 421.0950104982001, 420.64005952796396, 420.9556298366955, 420.7291670223641, 420.8397701226594, 420.9780753156477, 420.7985145600635, 420.8926369062379, 421.1677397784366, 420.85459372583614, 421.13399581985567, 420.7452496169974, 421.07349272112776, 421.2538351307811, 420.47982076044593, 420.8110781323424, 421.08284208486873, 420.928538720741, 421.04211090131827, 420.84923480048957, 420.9858271239172, 420.9379079069225, 421.1996815369553, 421.0190232722464, 421.03547622146044, 420.88723286340394, 420.872253988383, 420.8831422194526, 421.04672076500196, 420.88543144178817, 421.0260161200224, 421.3792039013212, 421.1410042081524, 420.904214250019, 421.20629418984976, 420.88798479982034, 420.56556896029866, 420.76930557021313, 420.5986665548086, 420.8991724630878, 420.9723431576049, 421.3002909630264, 421.0333647026674, 420.92536309277307, 421.1327523756664, 420.5313482495783, 421.0153034826719, 421.121173381339, 420.6762429584359, 421.1949289163944, 421.035652999847, 420.88655819470955, 421.0938611920986, 421.4178316681862, 421.0046723357682, 421.0177968922861, 420.8778407748168, 420.80060505590865, 421.1329363715422, 420.7993709218451, 420.9828555402557, 420.87422180766856, 421.0634399184807, 421.0346967989794, 421.1739203040972, 420.86782136584964, 420.9153201657076, 420.7751054369774, 420.8808210798497, 421.0433282543754, 421.1184286640755, 420.78630032343665, 421.14070380045416, 421.23683846221803, 421.05047546031557, 421.33992085171, 420.81564839748114, 420.72251348909475, 420.61687789195213, 421.26461014564535, 421.09813035759436, 420.95770572099684, 421.0240764964744, 420.74608387884535, 421.4524574616335, 420.99425940201144, 420.9903378410822, 421.1122531107075, 421.06384132483925, 421.0129832414711, 420.8123481352444, 421.0619541875413, 421.34095505866065, 421.2348174306967, 421.2838244014501, 420.8675841546324, 420.7729611192268, 420.94382006351015, 420.9797222048004, 421.1851256994498, 420.6339388407632, 421.27123746366954]",0.5903100305440603,2.159919262970987,0.0005452247660928456,0.5450871754778078,0.9999999999999956,0.0005032659719350921,0.0002523645994047243
GradientDescent,128,9,"[420.8400386860754, 420.8723734223524, 420.85155707554145, 420.79785010200214, 420.97829502050854, 420.8043837331514, 421.02218162059626, 420.95876576377225, 420.9214492905708, 420.78923377076154, 420.85464636826345, 421.11807500988374, 421.06775402497675, 420.77539326929684, 420.98834258395203, 421.1172832184367, 420.6385831959947, 421.0761469200912, 420.83766946334714, 421.08153319449264, 420.81776929631724, 420.6117932888872, 420.64686137690177, 420.9782086689151, 421.0200589606197, 420.78987585680636, 421.0949786310194, 420.64014246105603, 420.9556331468488, 420.7292274755879, 420.83980266953597, 420.9780729613139, 420.7985575166164, 420.8926561129022, 421.1676895534843, 420.85462253226524, 421.1339541124719, 420.7453060126545, 421.07346628502734, 421.253763172515, 420.4799441113753, 420.8111179188893, 421.08281328900733, 420.92854886758766, 421.04209238575055, 420.8492649591469, 420.98582281325264, 420.937915689393, 421.19962324906754, 421.0190105836448, 421.03545938040025, 420.88725343374404, 420.87227833850034, 420.88316382203476, 421.04670108595684, 420.88545246670355, 421.0260016665483, 421.37910029257216, 421.14096073175295, 420.9042305351846, 421.2062342327226, 420.8880051804146, 420.565670683653, 420.769355896504, 420.5987599295252, 420.8991900205341, 420.9723422498898, 421.30020727700264, 421.03334839452475, 420.92537404100455, 421.1327109821441, 420.53145860446216, 421.01529173287446, 421.12113491048507, 420.67631676356217, 421.19487182820905, 421.0356361141704, 420.88657893529734, 421.0938296150056, 421.41771830676834, 421.0046632690484, 421.01778451319996, 420.87786371516944, 420.80064748499683, 421.1328949315769, 420.79941366232475, 420.98285197953436, 420.8742456612292, 421.06341601966096, 421.0346801546346, 421.1738685190391, 420.8678468344841, 420.9153336482997, 420.7751542999221, 420.88084326815095, 421.04330943156214, 421.1183908860138, 420.7863463618042, 421.14066039988205, 421.23677079462175, 421.0504548336235, 421.3398271607241, 420.8156870308589, 420.72257562095047, 420.616966672823, 421.2645354672778, 421.0980977029516, 420.9577085072727, 421.0240625325288, 420.74614006401964, 421.4523353576749, 420.9942529632656, 420.9903323920359, 421.1122168914057, 421.063817324707, 421.01297207725645, 420.8123876013449, 421.06193066371077, 421.34086110657387, 421.23475027328845, 421.28374487246396, 420.86760968312404, 420.7730105231989, 420.94382635399546, 420.9797194348412, 421.1850710858689, 420.63402331787233, 421.2711611122528]",0.5900129479996394,2.1593741758066174,0.0005450871754902257,0.5449496195906695,0.9999999999999956,0.000503265282731244,0.0002523646016379185
